15341,922434,0,0,0
15341,416840,0,0,0
15343,86523,0,0,0
15344,58302,0,0,0
15347,138,1,5,0
15348,381827,0,0,0
15352,41471,1,5,0
15356,52927,1,4,0
15357,12591,1,5,1
15357,5682,1,4,0
15358,34929,1,5,0
15361,14872,1,0,0
15362,2587,0,0,0
15366,23366,1,3,0
15374,5285,0,0,0
15379,923414,1,4,1
15387,923502,0,0,0
15388,58727,1,5,0
15389,579737,0,0,0
15389,24929,1,1,0
15390,97610,1,2,0
15403,48158,1,5,1
15407,48719,1,3,1
15408,20447,0,0,0
15408,40883,0,0,0
15409,214582,1,4,0
15414,665502,1,4,0
15420,7502,0,0,0
15420,23835,1,5,0
15421,354238,0,0,0
15425,728898,0,0,0
15430,322,1,5,0
15431,817338,0,0,0
15433,373792,1,4,0
15434,142507,0,0,0
15434,1545,1,4,0
15436,27200,0,0,0
15436,22998,0,0,0
15436,402944,1,5,1
15436,762508,0,0,0
15436,381199,0,0,0
15436,203361,0,0,0
15436,112067,0,0,0
15441,55985,0,0,0
15443,462019,1,3,0
15447,15359,1,4,0
15447,91609,1,5,0
15447,679207,1,4,0
15451,7219,1,2,0
15453,13971,0,0,0
15455,944,0,0,0
15456,938,0,0,0
15458,622,1,2,0
15465,839,1,4,0
15469,176508,0,0,0
15469,8281,1,5,0
15477,1591,1,3,0
15477,5189,0,0,0
15477,26097,1,5,0
15477,39811,0,0,0
15482,151207,0,0,0
15484,1203,1,5,0
15484,14907,1,4,0
15493,104562,1,5,0
15494,16720,1,4,0
15495,19413,0,0,0
15495,112079,0,0,0
15496,176,1,3,0
15500,22285,0,0,0
15500,7491,0,0,0
15500,925648,0,0,0
15503,17575,1,3,0
15503,35718,1,4,0
15504,132041,1,4,0
15504,15549,1,5,0
15504,41746,1,3,0
15507,118529,1,5,0
15509,293754,1,4,0
15509,487303,1,2,0
15509,690978,1,3,0
15509,123997,0,0,0
15512,1010,1,3,0
15513,55110,0,0,0
15523,409175,0,0,0
15523,142538,0,0,0
15525,1464,0,0,0
15526,52991,0,0,0
15529,23374,1,3,0
15529,58028,1,0,0
15530,13452,1,4,0
15531,384,1,5,0
15536,21164,0,0,0
15537,275550,1,4,0
15537,372948,1,3,0
15537,403071,1,3,1
15537,624371,1,5,1
15537,450793,1,4,0
15538,197,1,4,0
15540,55703,1,3,1
15541,919142,0,0,0
15545,33740,1,5,0
15548,16214,0,0,0
15549,12083,0,0,0
15549,61027,0,0,0
15553,199700,0,0,0
15553,282776,0,0,0
15554,464553,1,3,0
15554,367576,0,0,0
15554,7346,0,0,0
15555,123291,0,0,0
15556,524,1,4,0
15558,7050,1,5,0
15559,17159,0,0,0
15560,1077,1,3,0
15569,130950,1,4,0
15569,18064,0,0,0
15572,25333,0,0,0
15572,19633,0,0,0
15575,531684,1,0,0
15575,103107,0,0,0
15575,439949,0,0,0
15578,290403,0,0,0
15579,17511,1,5,0
15579,507319,1,2,0
15580,66840,0,0,0
15580,7796,0,0,0
15581,73543,1,4,0
15586,407,1,4,0
15586,19068,1,3,0
15588,417,1,5,0
15588,95831,1,4,0
15588,197466,0,0,0
15589,168595,1,4,0
15590,34973,1,4,0
15591,29336,1,5,0
15595,9038,0,0,0
15595,643272,1,0,0
15596,1010,1,5,0
15597,1046,1,3,0
15597,28758,1,5,0
15597,263232,0,0,0
15598,162586,0,0,0
15601,159117,1,4,0
15601,16524,0,0,0
15603,929304,1,3,0
15603,61951,1,3,0
15606,929371,1,5,1
15608,614828,1,0,0
15609,322890,0,0,0
15610,45029,1,4,0
15610,768,1,3,0
15610,4040,0,0,0
15610,7993,1,3,0
15610,148411,0,0,0
15610,9833,0,0,0
15610,112385,1,4,0
15610,86711,0,0,0
15610,48018,0,0,0
15610,124798,0,0,0
15612,53390,0,0,0
15616,104992,0,0,0
15617,807,0,0,0
15617,16651,0,0,0
15617,13430,0,0,0
15617,929693,0,0,0
15625,39791,0,0,0
15627,63111,0,0,0
15634,89264,0,0,0
15635,4414,1,3,0
15635,88741,1,3,0
15636,126290,0,0,0
15638,42107,1,3,0
15641,56238,0,0,0
15642,111973,1,0,0
15644,7457,1,4,0
15644,89147,1,3,0
15644,7082,1,4,0
15644,930238,0,0,0
15645,7972,1,4,0
15647,22509,1,5,0
15651,86766,0,0,0
15652,294261,0,0,0
15657,15474,1,2,0
15657,297,1,2,0
15657,1518,1,2,0
15657,101396,0,0,0
15659,618709,1,4,0
15659,138995,1,3,0
15664,267,1,2,0
15667,81351,1,4,0
15667,73249,1,4,0
15679,94086,1,4,0
15681,2114,0,0,0
15685,78799,0,0,0
15686,742,1,0,1
15687,100259,1,5,0
15689,56061,0,0,0
15692,299378,0,0,0
15692,338142,0,0,0
15692,502170,0,0,0
15692,626767,0,0,0
15692,64280,0,0,0
15694,94486,0,0,0
15700,47173,1,5,0
15702,467634,0,0,0
