461719,898,1,4,0
461736,1055042,0,0,0
461743,647232,1,3,0
461747,1231,0,0,0
461775,1602,0,0,0
461784,461,1,4,0
461803,1413,1,3,1
461806,105885,1,3,0
461813,51367,0,0,0
461823,174134,1,5,1
461835,592716,1,3,0
461871,1069,0,0,0
461909,211202,1,5,0
461910,94026,1,5,0
461924,968,1,5,0
461951,20614,0,0,0
461961,627432,1,4,0
461973,7071,0,0,0
461983,126651,1,5,0
461993,485,0,0,0
462004,2127,0,0,0
462026,845,1,4,0
462029,8403,1,3,0
462052,80037,1,0,0
462065,400737,1,5,0
462113,1386,1,5,0
462135,216838,0,0,0
462161,707,1,4,0
462163,1544016,1,0,0
462228,64017,0,0,0
462228,62107,0,0,0
462244,14872,1,5,0
462261,68446,1,4,0
462278,16144,0,0,0
462400,849,1,4,0
462424,980680,1,3,0
462432,18240,0,0,0
462445,187521,1,4,0
462445,119539,1,2,0
462476,96997,0,0,0
462513,7333,1,3,0
462547,1000,1,0,0
462571,123515,0,0,0
462579,7301,0,0,0
462589,7008,0,0,0
462631,536,1,5,0
462672,8489,0,0,0
462681,87896,1,3,0
462704,41207,0,0,0
462787,6191,0,0,0
462793,24870,1,4,0
462812,536,0,0,0
462823,54155,0,0,0
462830,12923,0,0,0
462868,618038,1,2,1
462869,374094,1,0,0
462892,12655,1,4,0
462909,586,1,5,0
462937,2170991,1,2,1
462942,254193,0,0,0
462965,944,1,3,0
462979,892,1,5,0
463031,68684,1,5,0
463036,21090,0,0,0
463041,706,1,3,0
463113,5995,0,0,0
463149,1116,1,5,0
463164,21035,1,0,0
463172,213875,1,3,0
463181,236843,0,0,0
463234,1234,1,5,0
463238,94014,0,0,0
463246,886026,1,2,1
463252,8425,0,0,0
463272,598,0,0,0
463400,8433,1,5,0
463428,1000,1,3,0
463434,6378,1,4,0
463491,692,1,2,0
463512,567,1,4,0
463548,13176,1,5,0
463556,524,1,4,0
463576,1470641,1,5,0
463581,7342,1,3,0
463617,15463,1,5,0
463658,151439,0,0,0
463675,23188,0,0,0
463689,7284,1,4,0
463759,18744,1,0,0
463765,146253,0,0,0
463820,5961,0,0,0
463876,1072,0,0,0
463922,1627,0,0,0
463930,1627,1,4,0
463930,1563,1,4,0
463965,737,1,4,0
