book_id_csv,genres
149738,"history, historical fiction, biography"
119776,"history, historical fiction, biography"
126930,"comics, graphic"
5041,"fantasy, paranormal"
24466,fiction
3116,"fantasy, paranormal"
20969,romance
42172,"fantasy, paranormal"
94861,non-fiction
131281,"comics, graphic"
174364,young-adult
20685,"fantasy, paranormal"
463029,poetry
7730,non-fiction
63591,"fantasy, paranormal"
443520,romance
83274,young-adult
68502,non-fiction
3450,"fantasy, paranormal"
50145,non-fiction
46639,"history, historical fiction, biography"
351182,romance
142822,children
261194,children
6187,"fantasy, paranormal"
415612,"history, historical fiction, biography"
29004,"comics, graphic"
209122,romance
36202,young-adult
116440,"comics, graphic"
25962,"comics, graphic"
207624,"mystery, thriller, crime"
19367,"fantasy, paranormal"
12048,romance
574215,romance
173494,non-fiction
70288,"history, historical fiction, biography"
46933,non-fiction
34862,children
587004,children
240730,romance
61539,"fantasy, paranormal"
20890,young-adult
6447,romance
52459,"fantasy, paranormal"
4405,"fantasy, paranormal"
58484,"mystery, thriller, crime"
3840,young-adult
149528,"fantasy, paranormal"
22849,young-adult
85161,romance
51762,"history, historical fiction, biography"
292510,"history, historical fiction, biography"
123620,"fantasy, paranormal"
56835,romance
5393,young-adult
3776,"fantasy, paranormal"
220922,"fantasy, paranormal"
119535,romance
84247,non-fiction
167108,children
61594,children
68077,non-fiction
20594,"history, historical fiction, biography"
176766,young-adult
114167,"mystery, thriller, crime"
12033,romance
119048,"history, historical fiction, biography"
54023,"mystery, thriller, crime"
95949,romance
11841,romance
177817,young-adult
2265,romance
81512,children
22959,romance
41109,young-adult
80487,"history, historical fiction, biography"
10135,romance
14895,children
14021,romance
175869,"comics, graphic"
22505,romance
20984,non-fiction
461170,"fantasy, paranormal"
121051,"mystery, thriller, crime"
16583,fiction
24322,"history, historical fiction, biography"
11070,romance
57718,"history, historical fiction, biography"
585543,young-adult
76150,"history, historical fiction, biography"
264254,children
75166,"mystery, thriller, crime"
137274,non-fiction
54909,"mystery, thriller, crime"
88895,children
102569,"history, historical fiction, biography"
10829,romance
17716,"fantasy, paranormal"
15861,romance
119062,"fantasy, paranormal"
132828,non-fiction
69015,romance
10388,romance
12981,"fantasy, paranormal"
50074,non-fiction
43065,romance
137735,"fantasy, paranormal"
30196,"mystery, thriller, crime"
167795,"fantasy, paranormal"
70913,"history, historical fiction, biography"
339098,"comics, graphic"
97698,"history, historical fiction, biography"
119509,"mystery, thriller, crime"
62880,"comics, graphic"
28,non-fiction
36546,young-adult
179851,"history, historical fiction, biography"
179836,"history, historical fiction, biography"
61658,non-fiction
288390,romance
67881,"comics, graphic"
50397,"history, historical fiction, biography"
125687,romance
178902,children
157449,"mystery, thriller, crime"
37034,romance
112050,"comics, graphic"
87528,"comics, graphic"
50583,"fantasy, paranormal"
20889,young-adult
156370,romance
40266,non-fiction
22394,"fantasy, paranormal"
76868,"history, historical fiction, biography"
92859,"fantasy, paranormal"
36796,"mystery, thriller, crime"
294360,"history, historical fiction, biography"
36270,young-adult
19420,young-adult
115075,"history, historical fiction, biography"
199956,young-adult
124491,romance
117001,children
56999,non-fiction
124336,romance
39340,"fantasy, paranormal"
69130,non-fiction
48271,"fantasy, paranormal"
58797,young-adult
107356,"fantasy, paranormal"
14141,"fantasy, paranormal"
93818,"fantasy, paranormal"
69453,"history, historical fiction, biography"
19544,"history, historical fiction, biography"
158013,"mystery, thriller, crime"
24944,non-fiction
483634,romance
74548,"history, historical fiction, biography"
135139,romance
11663,romance
19259,"fantasy, paranormal"
62051,"fantasy, paranormal"
59910,non-fiction
134131,"fantasy, paranormal"
89102,"fantasy, paranormal"
251240,"history, historical fiction, biography"
25259,non-fiction
20681,"history, historical fiction, biography"
52114,romance
21898,"fantasy, paranormal"
94075,"mystery, thriller, crime"
60422,"comics, graphic"
59294,romance
13060,non-fiction
1019,"fantasy, paranormal"
251337,"mystery, thriller, crime"
48387,romance
141462,"mystery, thriller, crime"
116703,romance
4758,"fantasy, paranormal"
63390,"mystery, thriller, crime"
164083,"mystery, thriller, crime"
28758,"history, historical fiction, biography"
25226,"mystery, thriller, crime"
150251,"mystery, thriller, crime"
455015,romance
27549,"fantasy, paranormal"
70216,non-fiction
113720,"history, historical fiction, biography"
87553,"comics, graphic"
13107,non-fiction
136052,romance
71944,children
134684,young-adult
85448,"fantasy, paranormal"
47494,"mystery, thriller, crime"
394265,romance
23322,children
67530,young-adult
204571,romance
98897,romance
63108,romance
19138,"fantasy, paranormal"
204793,young-adult
2835,"fantasy, paranormal"
57905,non-fiction
12896,"mystery, thriller, crime"
224409,"fantasy, paranormal"
2259,young-adult
80735,romance
241509,fiction
207562,romance
377987,"mystery, thriller, crime"
76416,"mystery, thriller, crime"
6336,young-adult
96705,"comics, graphic"
257761,"mystery, thriller, crime"
634805,"history, historical fiction, biography"
199464,"history, historical fiction, biography"
111538,"mystery, thriller, crime"
28847,non-fiction
207535,romance
136152,"mystery, thriller, crime"
44484,romance
350079,non-fiction
5781,"fantasy, paranormal"
91598,"fantasy, paranormal"
13790,"fantasy, paranormal"
99946,"fantasy, paranormal"
6074,"fantasy, paranormal"
5155,"fantasy, paranormal"
102813,"history, historical fiction, biography"
14079,"fantasy, paranormal"
412425,"fantasy, paranormal"
207321,non-fiction
6921,young-adult
76153,children
139896,"mystery, thriller, crime"
244085,"fantasy, paranormal"
233627,non-fiction
208124,romance
288341,"mystery, thriller, crime"
280423,"history, historical fiction, biography"
13576,"history, historical fiction, biography"
174219,"fantasy, paranormal"
76820,"mystery, thriller, crime"
112843,"fantasy, paranormal"
92125,"fantasy, paranormal"
151072,"fantasy, paranormal"
61616,"fantasy, paranormal"
410,"history, historical fiction, biography"
172975,"comics, graphic"
209013,non-fiction
61805,"fantasy, paranormal"
25108,"mystery, thriller, crime"
14755,romance
6761,"fantasy, paranormal"
15491,"fantasy, paranormal"
3351,young-adult
52451,"fantasy, paranormal"
123401,non-fiction
3229,"fantasy, paranormal"
59840,"fantasy, paranormal"
417,non-fiction
148859,romance
217496,romance
24951,romance
412428,"fantasy, paranormal"
74374,children
