book_id_csv,genres
4840,"fantasy, paranormal"
160660,young-adult
216695,"mystery, thriller, crime"
179660,"comics, graphic"
107514,"fantasy, paranormal"
48882,"fantasy, paranormal"
305103,"fantasy, paranormal"
143921,"comics, graphic"
13429,"history, historical fiction, biography"
102082,"fantasy, paranormal"
16159,romance
6748,"fantasy, paranormal"
60370,"comics, graphic"
8041,non-fiction
33620,"mystery, thriller, crime"
70441,"history, historical fiction, biography"
38501,young-adult
89157,"fantasy, paranormal"
46987,"history, historical fiction, biography"
173306,"history, historical fiction, biography"
77707,non-fiction
50582,"fantasy, paranormal"
48802,"history, historical fiction, biography"
15074,"fantasy, paranormal"
185854,"fantasy, paranormal"
156199,"fantasy, paranormal"
19759,fiction
180739,"history, historical fiction, biography"
67448,"fantasy, paranormal"
18681,"history, historical fiction, biography"
91002,"fantasy, paranormal"
3000,"fantasy, paranormal"
128351,non-fiction
149414,non-fiction
36975,"mystery, thriller, crime"
66105,romance
20911,young-adult
29918,"comics, graphic"
46060,"fantasy, paranormal"
112614,romance
160862,"comics, graphic"
31675,"comics, graphic"
188553,"comics, graphic"
119069,"fantasy, paranormal"
330989,romance
126102,romance
332,"fantasy, paranormal"
6669,"fantasy, paranormal"
2015,"mystery, thriller, crime"
101271,"mystery, thriller, crime"
61980,"fantasy, paranormal"
20947,romance
67904,"fantasy, paranormal"
176191,young-adult
5371,"fantasy, paranormal"
287077,"fantasy, paranormal"
1554,"fantasy, paranormal"
1446,non-fiction
47824,non-fiction
160882,romance
57615,young-adult
116887,"fantasy, paranormal"
173640,children
58882,"fantasy, paranormal"
7977,"history, historical fiction, biography"
6251,"fantasy, paranormal"
21469,young-adult
108470,"fantasy, paranormal"
215735,"mystery, thriller, crime"
65870,non-fiction
81988,children
406012,"comics, graphic"
284425,non-fiction
225615,"mystery, thriller, crime"
198385,romance
214534,"history, historical fiction, biography"
6714,young-adult
2470,"fantasy, paranormal"
211048,children
636,non-fiction
22695,young-adult
139237,romance
95775,romance
272941,"history, historical fiction, biography"
14740,"history, historical fiction, biography"
214062,non-fiction
278571,romance
96160,romance
82821,"fantasy, paranormal"
61260,"fantasy, paranormal"
11243,romance
2582,romance
37831,"comics, graphic"
11393,romance
2123,"mystery, thriller, crime"
56478,"comics, graphic"
126116,romance
36338,"comics, graphic"
33869,"mystery, thriller, crime"
192814,"history, historical fiction, biography"
24545,"fantasy, paranormal"
160370,romance
1372,"history, historical fiction, biography"
61670,"fantasy, paranormal"
245846,romance
195715,romance
140655,"mystery, thriller, crime"
118315,"fantasy, paranormal"
114668,non-fiction
277524,romance
157735,"fantasy, paranormal"
148158,children
217366,"history, historical fiction, biography"
57830,romance
27006,"fantasy, paranormal"
