book_id_csv,genres
21447,young-adult
27831,"mystery, thriller, crime"
35451,"fantasy, paranormal"
221608,non-fiction
48610,"history, historical fiction, biography"
180785,romance
14926,"fantasy, paranormal"
51220,"fantasy, paranormal"
17085,romance
84745,non-fiction
768152,"history, historical fiction, biography"
13678,"history, historical fiction, biography"
397058,children
17408,"fantasy, paranormal"
40962,"fantasy, paranormal"
108813,non-fiction
157446,"mystery, thriller, crime"
5783,"fantasy, paranormal"
56248,non-fiction
4941,"fantasy, paranormal"
21338,young-adult
24292,"history, historical fiction, biography"
98007,"history, historical fiction, biography"
111769,"mystery, thriller, crime"
269956,"mystery, thriller, crime"
6483,"fantasy, paranormal"
12875,"fantasy, paranormal"
113754,romance
111230,romance
77365,children
13232,"fantasy, paranormal"
267726,romance
33687,"mystery, thriller, crime"
39286,"fantasy, paranormal"
755986,"fantasy, paranormal"
7507,"fantasy, paranormal"
5845,young-adult
66538,"mystery, thriller, crime"
36175,young-adult
584732,young-adult
46613,"mystery, thriller, crime"
211578,"fantasy, paranormal"
205175,poetry
46783,"mystery, thriller, crime"
126188,"mystery, thriller, crime"
269083,non-fiction
8188,"fantasy, paranormal"
260,"fantasy, paranormal"
101570,non-fiction
35070,"mystery, thriller, crime"
1449,"mystery, thriller, crime"
61990,"mystery, thriller, crime"
57932,"comics, graphic"
137562,"mystery, thriller, crime"
130898,"history, historical fiction, biography"
257165,non-fiction
712,children
38560,romance
67356,romance
157400,"mystery, thriller, crime"
128077,"comics, graphic"
64492,non-fiction
17738,young-adult
46765,"history, historical fiction, biography"
274038,romance
25319,romance
27389,romance
12174,romance
86542,"mystery, thriller, crime"
248230,romance
38338,"fantasy, paranormal"
102207,"history, historical fiction, biography"
29094,"history, historical fiction, biography"
115206,non-fiction
111779,"fantasy, paranormal"
107547,"fantasy, paranormal"
47605,"fantasy, paranormal"
52234,"history, historical fiction, biography"
2930,"fantasy, paranormal"
207268,non-fiction
81390,"fantasy, paranormal"
61051,"fantasy, paranormal"
141739,"fantasy, paranormal"
46764,"mystery, thriller, crime"
252819,"mystery, thriller, crime"
125395,romance
329921,"fantasy, paranormal"
12899,"fantasy, paranormal"
95993,romance
11257,romance
105979,"fantasy, paranormal"
11209,romance
10779,romance
44051,romance
55309,romance
179759,"comics, graphic"
240892,romance
195264,romance
14447,"comics, graphic"
68289,"history, historical fiction, biography"
177206,"mystery, thriller, crime"
81164,young-adult
27032,"fantasy, paranormal"
10934,romance
10800,romance
291943,non-fiction
59216,"mystery, thriller, crime"
21344,"fantasy, paranormal"
111489,"fantasy, paranormal"
96390,"history, historical fiction, biography"
78284,"mystery, thriller, crime"
17519,young-adult
67379,young-adult
46477,"history, historical fiction, biography"
240935,non-fiction
57564,young-adult
112130,young-adult
280718,"comics, graphic"
1542,"fantasy, paranormal"
88514,"fantasy, paranormal"
62122,romance
68802,fiction
9957,romance
41963,"comics, graphic"
76017,children
54514,"history, historical fiction, biography"
77379,poetry
64059,romance
222394,"fantasy, paranormal"
159354,romance
37272,romance
115531,"mystery, thriller, crime"
129381,romance
70012,non-fiction
7280,"comics, graphic"
7933,non-fiction
111991,romance
1611,young-adult
33021,"mystery, thriller, crime"
50494,"history, historical fiction, biography"
154104,"fantasy, paranormal"
33147,"mystery, thriller, crime"
84933,"fantasy, paranormal"
13254,non-fiction
50608,"mystery, thriller, crime"
7196,romance
36797,"mystery, thriller, crime"
118128,"mystery, thriller, crime"
59017,"fantasy, paranormal"
180782,"fantasy, paranormal"
76911,"mystery, thriller, crime"
627024,"comics, graphic"
24060,"fantasy, paranormal"
9079,romance
119484,romance
14422,"comics, graphic"
76320,"fantasy, paranormal"
9024,romance
150388,"history, historical fiction, biography"
78693,non-fiction
322501,"fantasy, paranormal"
146378,romance
39808,"fantasy, paranormal"
57912,"fantasy, paranormal"
51248,"history, historical fiction, biography"
36572,young-adult
34968,non-fiction
32650,romance
50159,romance
287954,"mystery, thriller, crime"
64150,non-fiction
13211,non-fiction
38666,young-adult
695034,"comics, graphic"
62156,"mystery, thriller, crime"
39807,young-adult
57037,"history, historical fiction, biography"
179880,"fantasy, paranormal"
396913,"fantasy, paranormal"
87845,"history, historical fiction, biography"
17562,"comics, graphic"
341212,non-fiction
435385,"comics, graphic"
563051,poetry
16712,"mystery, thriller, crime"
19344,"history, historical fiction, biography"
86782,"fantasy, paranormal"
285279,"fantasy, paranormal"
17215,"mystery, thriller, crime"
352783,romance
7549,children
22858,young-adult
73271,children
162544,non-fiction
328403,young-adult
16990,non-fiction
19957,"fantasy, paranormal"
193754,"mystery, thriller, crime"
1187,young-adult
66770,"mystery, thriller, crime"
77865,young-adult
333802,"comics, graphic"
39056,non-fiction
221276,"fantasy, paranormal"
162157,"mystery, thriller, crime"
87776,children
100718,"history, historical fiction, biography"
834,"mystery, thriller, crime"
282040,"fantasy, paranormal"
77518,"mystery, thriller, crime"
183400,young-adult
25891,"history, historical fiction, biography"
91702,"history, historical fiction, biography"
107651,"fantasy, paranormal"
66795,"mystery, thriller, crime"
116905,young-adult
66202,"history, historical fiction, biography"
51190,"fantasy, paranormal"
233498,romance
15450,"fantasy, paranormal"
1461,"history, historical fiction, biography"
320847,"comics, graphic"
424141,young-adult
170154,non-fiction
8438,"fantasy, paranormal"
304817,children
1391,non-fiction
15837,romance
94701,"fantasy, paranormal"
216822,"fantasy, paranormal"
150196,"mystery, thriller, crime"
107260,non-fiction
210230,non-fiction
26309,"fantasy, paranormal"
19965,"fantasy, paranormal"
23464,children
82004,young-adult
268751,"history, historical fiction, biography"
158017,"mystery, thriller, crime"
74981,"history, historical fiction, biography"
87321,poetry
161575,non-fiction
123526,"mystery, thriller, crime"
94011,non-fiction
6757,"fantasy, paranormal"
101132,romance
74502,young-adult
112943,non-fiction
305068,"history, historical fiction, biography"
13458,"history, historical fiction, biography"
63505,young-adult
27382,young-adult
443596,"fantasy, paranormal"
150242,"mystery, thriller, crime"
177267,"history, historical fiction, biography"
20811,romance
2847,young-adult
35726,"fantasy, paranormal"
91743,non-fiction
30596,"history, historical fiction, biography"
236635,poetry
878,non-fiction
135853,romance
61533,"fantasy, paranormal"
98196,"history, historical fiction, biography"
430774,children
89762,young-adult
6442,young-adult
29503,non-fiction
75530,"history, historical fiction, biography"
270802,young-adult
108819,children
66763,"mystery, thriller, crime"
46308,children
374372,"fantasy, paranormal"
13331,"fantasy, paranormal"
51203,"fantasy, paranormal"
6443,young-adult
27975,"fantasy, paranormal"
88812,"fantasy, paranormal"
159151,"history, historical fiction, biography"
27690,"fantasy, paranormal"
21732,young-adult
166172,"comics, graphic"
342584,young-adult
25764,"mystery, thriller, crime"
395197,"fantasy, paranormal"
113961,"mystery, thriller, crime"
79401,"comics, graphic"
148020,young-adult
157950,"fantasy, paranormal"
128614,children
42682,"history, historical fiction, biography"
27917,"mystery, thriller, crime"
24195,"mystery, thriller, crime"
348903,"mystery, thriller, crime"
363826,young-adult
20025,non-fiction
12826,"fantasy, paranormal"
236637,children
