book_id_csv,genres
5540,"fantasy, paranormal"
223682,children
116841,"mystery, thriller, crime"
13500,"history, historical fiction, biography"
74877,non-fiction
615,"fantasy, paranormal"
44988,romance
20545,"fantasy, paranormal"
343865,young-adult
4010,"fantasy, paranormal"
5516,"fantasy, paranormal"
109093,"history, historical fiction, biography"
85383,"comics, graphic"
89768,young-adult
563194,young-adult
318971,"history, historical fiction, biography"
631586,"history, historical fiction, biography"
71334,romance
183800,non-fiction
4156,"fantasy, paranormal"
107511,"fantasy, paranormal"
176468,"fantasy, paranormal"
38260,"mystery, thriller, crime"
278343,non-fiction
16774,non-fiction
28559,poetry
421432,romance
49427,romance
93852,"mystery, thriller, crime"
8385,non-fiction
6178,"fantasy, paranormal"
94905,romance
146328,young-adult
46906,non-fiction
118487,"mystery, thriller, crime"
46056,"fantasy, paranormal"
390217,"history, historical fiction, biography"
23293,"history, historical fiction, biography"
168866,young-adult
6190,young-adult
136491,"mystery, thriller, crime"
1345,non-fiction
20785,"history, historical fiction, biography"
302103,"fantasy, paranormal"
12701,romance
12495,young-adult
4256,"fantasy, paranormal"
346665,romance
39695,romance
239878,children
39174,young-adult
58911,"fantasy, paranormal"
67022,non-fiction
62089,"fantasy, paranormal"
145916,"fantasy, paranormal"
119251,"history, historical fiction, biography"
223942,"mystery, thriller, crime"
104036,poetry
106103,"fantasy, paranormal"
253011,"history, historical fiction, biography"
12169,romance
55959,non-fiction
89759,romance
144417,romance
44706,romance
112934,non-fiction
174984,"comics, graphic"
304859,"comics, graphic"
56170,"history, historical fiction, biography"
24045,"fantasy, paranormal"
17229,"mystery, thriller, crime"
21177,"history, historical fiction, biography"
13106,"fantasy, paranormal"
401892,"mystery, thriller, crime"
57691,young-adult
65908,romance
197077,"history, historical fiction, biography"
210239,"fantasy, paranormal"
360750,"history, historical fiction, biography"
85431,young-adult
181998,"fantasy, paranormal"
57672,"fantasy, paranormal"
23050,romance
27482,"fantasy, paranormal"
67210,romance
19980,"fantasy, paranormal"
1983,young-adult
262648,"fantasy, paranormal"
86658,"fantasy, paranormal"
128496,"mystery, thriller, crime"
36746,"fantasy, paranormal"
17445,"fantasy, paranormal"
215566,romance
39093,"fantasy, paranormal"
274537,romance
40223,romance
99941,"fantasy, paranormal"
64810,"history, historical fiction, biography"
23490,romance
95722,romance
103744,romance
87522,"comics, graphic"
1900,romance
177224,children
25400,romance
118886,"comics, graphic"
143311,"fantasy, paranormal"
195257,romance
502410,"fantasy, paranormal"
117004,children
107538,children
94972,"history, historical fiction, biography"
21189,"comics, graphic"
9373,romance
22884,young-adult
144509,"fantasy, paranormal"
174441,non-fiction
108443,"mystery, thriller, crime"
