book_id_csv,genres
430261,"mystery, thriller, crime"
64420,non-fiction
24024,"mystery, thriller, crime"
24064,"mystery, thriller, crime"
74844,"fantasy, paranormal"
33979,non-fiction
17478,"fantasy, paranormal"
4259,"fantasy, paranormal"
51599,"fantasy, paranormal"
4042,"fantasy, paranormal"
8457,"comics, graphic"
40041,"fantasy, paranormal"
430804,"mystery, thriller, crime"
450940,"history, historical fiction, biography"
25698,romance
143418,"fantasy, paranormal"
42710,romance
67243,romance
317152,children
19555,young-adult
113245,non-fiction
61564,children
59245,"mystery, thriller, crime"
34661,non-fiction
236353,"mystery, thriller, crime"
5094,"fantasy, paranormal"
159113,"history, historical fiction, biography"
117011,children
330432,children
252652,poetry
94071,romance
96523,non-fiction
53529,"mystery, thriller, crime"
463198,non-fiction
27583,"fantasy, paranormal"
34756,"history, historical fiction, biography"
78156,"comics, graphic"
61060,"fantasy, paranormal"
460421,"mystery, thriller, crime"
255079,romance
40171,young-adult
309966,romance
5834,"fantasy, paranormal"
199246,children
273848,"mystery, thriller, crime"
284395,"mystery, thriller, crime"
38267,young-adult
52414,"history, historical fiction, biography"
92295,romance
6806,romance
737,"history, historical fiction, biography"
55219,romance
16151,romance
27236,young-adult
38577,young-adult
38567,romance
52520,"fantasy, paranormal"
21714,young-adult
15549,"fantasy, paranormal"
32201,non-fiction
79998,romance
209726,"fantasy, paranormal"
2816,young-adult
8081,"fantasy, paranormal"
6015,"fantasy, paranormal"
82651,"history, historical fiction, biography"
35712,"mystery, thriller, crime"
140027,children
556285,young-adult
56233,"history, historical fiction, biography"
39143,"fantasy, paranormal"
56302,"history, historical fiction, biography"
130592,poetry
92467,"comics, graphic"
170500,non-fiction
54183,"history, historical fiction, biography"
7023,"fantasy, paranormal"
40049,"fantasy, paranormal"
3558,"fantasy, paranormal"
4427,"fantasy, paranormal"
117540,non-fiction
14970,young-adult
66041,romance
418960,non-fiction
12876,non-fiction
204497,romance
115695,"history, historical fiction, biography"
182058,"fantasy, paranormal"
119814,"history, historical fiction, biography"
304858,"comics, graphic"
39053,non-fiction
36764,"mystery, thriller, crime"
363923,romance
123009,"comics, graphic"
125588,romance
39110,young-adult
161419,"history, historical fiction, biography"
75498,non-fiction
2285,"fantasy, paranormal"
192042,"mystery, thriller, crime"
454002,"fantasy, paranormal"
67771,"mystery, thriller, crime"
65371,romance
2062,"fantasy, paranormal"
27265,romance
11601,romance
14886,young-adult
2785,"fantasy, paranormal"
215829,poetry
121029,non-fiction
23615,romance
3275,romance
375552,romance
58763,"fantasy, paranormal"
32208,non-fiction
80031,young-adult
179200,non-fiction
191518,"comics, graphic"
80099,"mystery, thriller, crime"
17404,"fantasy, paranormal"
20623,"fantasy, paranormal"
204980,poetry
11390,romance
149089,romance
25264,non-fiction
88581,"fantasy, paranormal"
8201,"history, historical fiction, biography"
72306,"fantasy, paranormal"
170564,young-adult
195712,romance
16162,non-fiction
305385,fiction
