book_id_csv,genres
151715,romance
7490,young-adult
56556,"comics, graphic"
127917,"comics, graphic"
18744,"mystery, thriller, crime"
109987,romance
144655,"fantasy, paranormal"
87894,"comics, graphic"
60385,"mystery, thriller, crime"
87714,"comics, graphic"
141746,young-adult
273559,"mystery, thriller, crime"
5405,"fantasy, paranormal"
262707,"mystery, thriller, crime"
186267,"fantasy, paranormal"
4945,"fantasy, paranormal"
145317,"mystery, thriller, crime"
108393,"mystery, thriller, crime"
71512,young-adult
44541,romance
70226,non-fiction
3086,young-adult
19546,young-adult
21911,young-adult
151701,romance
5694,"fantasy, paranormal"
96288,romance
225260,"history, historical fiction, biography"
83054,"fantasy, paranormal"
21139,"fantasy, paranormal"
88362,"history, historical fiction, biography"
116266,"comics, graphic"
134466,romance
85180,romance
27515,"fantasy, paranormal"
281790,"comics, graphic"
17480,"mystery, thriller, crime"
3978,"mystery, thriller, crime"
205315,non-fiction
24768,"history, historical fiction, biography"
41033,non-fiction
70299,young-adult
1623,"history, historical fiction, biography"
284721,"comics, graphic"
282755,young-adult
21424,"history, historical fiction, biography"
157977,"mystery, thriller, crime"
65054,"history, historical fiction, biography"
120847,"fantasy, paranormal"
21452,"fantasy, paranormal"
182569,poetry
2293,"mystery, thriller, crime"
109092,non-fiction
67723,"comics, graphic"
93394,"fantasy, paranormal"
160293,romance
68904,"mystery, thriller, crime"
402924,"fantasy, paranormal"
15432,"history, historical fiction, biography"
2141,young-adult
63967,"comics, graphic"
176726,"fantasy, paranormal"
12319,romance
516450,children
242634,romance
39262,"fantasy, paranormal"
16439,non-fiction
5387,"fantasy, paranormal"
127501,"comics, graphic"
4987,romance
11419,romance
346694,poetry
374823,"comics, graphic"
17505,"fantasy, paranormal"
106804,"history, historical fiction, biography"
40877,non-fiction
96060,romance
328144,romance
71169,romance
37956,"comics, graphic"
1789,young-adult
1984,"fantasy, paranormal"
76954,"history, historical fiction, biography"
32620,non-fiction
4391,"fantasy, paranormal"
26232,young-adult
353671,children
84923,"fantasy, paranormal"
114435,"fantasy, paranormal"
1201,"history, historical fiction, biography"
195690,romance
10520,"mystery, thriller, crime"
72345,"history, historical fiction, biography"
101243,"fantasy, paranormal"
71468,young-adult
167987,"fantasy, paranormal"
35730,romance
217806,young-adult
72342,"history, historical fiction, biography"
48183,non-fiction
10865,romance
15827,romance
128643,"mystery, thriller, crime"
17192,"fantasy, paranormal"
286866,"fantasy, paranormal"
23403,romance
176,non-fiction
10575,romance
26181,young-adult
37190,"history, historical fiction, biography"
30532,"mystery, thriller, crime"
7914,non-fiction
78186,romance
145754,"fantasy, paranormal"
106469,young-adult
79303,romance
71535,romance
221574,"mystery, thriller, crime"
1544,"history, historical fiction, biography"
17486,non-fiction
80315,"history, historical fiction, biography"
491676,"mystery, thriller, crime"
37216,young-adult
241933,children
22899,romance
67690,"fantasy, paranormal"
633364,romance
94425,"fantasy, paranormal"
126086,romance
57439,young-adult
9159,romance
10008,romance
131527,non-fiction
44748,romance
352741,romance
468367,young-adult
126899,"comics, graphic"
240504,"comics, graphic"
60961,romance
59002,"fantasy, paranormal"
650369,"history, historical fiction, biography"
41733,"fantasy, paranormal"
376157,"mystery, thriller, crime"
28636,"history, historical fiction, biography"
154058,"history, historical fiction, biography"
117208,non-fiction
17247,"comics, graphic"
179475,romance
25222,non-fiction
255120,"history, historical fiction, biography"
57269,"fantasy, paranormal"
16373,"mystery, thriller, crime"
66036,romance
61625,"fantasy, paranormal"
54157,"history, historical fiction, biography"
53518,fiction
82422,"history, historical fiction, biography"
284275,romance
833,"mystery, thriller, crime"
254435,romance
422143,non-fiction
87059,"history, historical fiction, biography"
169694,romance
92050,"fantasy, paranormal"
162432,young-adult
266310,"fantasy, paranormal"
97980,romance
84898,"fantasy, paranormal"
347117,"fantasy, paranormal"
565,"mystery, thriller, crime"
119494,young-adult
278000,romance
300773,"history, historical fiction, biography"
511811,"fantasy, paranormal"
135517,poetry
13760,"fantasy, paranormal"
287140,"fantasy, paranormal"
26317,"history, historical fiction, biography"
19091,non-fiction
144990,"mystery, thriller, crime"
217840,children
175279,"fantasy, paranormal"
127972,"fantasy, paranormal"
179474,romance
242055,romance
5617,young-adult
67253,romance
24701,"fantasy, paranormal"
94616,"fantasy, paranormal"
881438,"comics, graphic"
134099,"history, historical fiction, biography"
224916,non-fiction
215459,"history, historical fiction, biography"
394337,"mystery, thriller, crime"
91136,"fantasy, paranormal"
81386,children
21335,"comics, graphic"
52500,"fantasy, paranormal"
133571,non-fiction
7363,"mystery, thriller, crime"
23329,"history, historical fiction, biography"
13876,"fantasy, paranormal"
185623,romance
163708,romance
185885,"fantasy, paranormal"
67841,"comics, graphic"
44932,romance
35820,"history, historical fiction, biography"
71806,"history, historical fiction, biography"
21490,romance
47344,"history, historical fiction, biography"
351712,non-fiction
15412,"fantasy, paranormal"
68020,"fantasy, paranormal"
379866,romance
83722,non-fiction
289459,"mystery, thriller, crime"
38051,"mystery, thriller, crime"
34697,"history, historical fiction, biography"
206130,"comics, graphic"
151151,children
66423,"history, historical fiction, biography"
52135,"mystery, thriller, crime"
99650,"fantasy, paranormal"
188330,"fantasy, paranormal"
4105,"fantasy, paranormal"
202633,"mystery, thriller, crime"
22493,young-adult
4815,"fantasy, paranormal"
28491,non-fiction
225552,"history, historical fiction, biography"
66640,"mystery, thriller, crime"
40394,non-fiction
32494,"mystery, thriller, crime"
174325,romance
19545,"history, historical fiction, biography"
75087,poetry
37088,"history, historical fiction, biography"
431634,"fantasy, paranormal"
65830,children
5704,"fantasy, paranormal"
85015,non-fiction
5320,"fantasy, paranormal"
77542,"history, historical fiction, biography"
56826,"comics, graphic"
92493,"comics, graphic"
6470,"fantasy, paranormal"
102687,"fantasy, paranormal"
1033,children
420950,young-adult
98858,"fantasy, paranormal"
51829,children
143036,"fantasy, paranormal"
19508,"history, historical fiction, biography"
97239,poetry
223150,"mystery, thriller, crime"
96357,"mystery, thriller, crime"
44940,romance
41921,young-adult
6553,"fantasy, paranormal"
25742,romance
73957,children
100267,"fantasy, paranormal"
123289,"mystery, thriller, crime"
