book_id_csv,genres
39206,"fantasy, paranormal"
140760,"mystery, thriller, crime"
24321,"history, historical fiction, biography"
13502,"history, historical fiction, biography"
17608,"fantasy, paranormal"
224125,"mystery, thriller, crime"
16840,non-fiction
630639,"history, historical fiction, biography"
140817,romance
208041,non-fiction
226891,"fantasy, paranormal"
18270,"mystery, thriller, crime"
28941,non-fiction
101717,non-fiction
16249,"mystery, thriller, crime"
51540,non-fiction
23653,"history, historical fiction, biography"
39450,non-fiction
309027,"history, historical fiction, biography"
14289,"comics, graphic"
89689,"fantasy, paranormal"
41223,non-fiction
107104,"history, historical fiction, biography"
4508,"fantasy, paranormal"
270464,non-fiction
257158,"history, historical fiction, biography"
207544,romance
27868,romance
3385,"fantasy, paranormal"
62269,"history, historical fiction, biography"
1600,"fantasy, paranormal"
257272,non-fiction
75539,young-adult
33305,"mystery, thriller, crime"
250667,non-fiction
5996,romance
20064,"history, historical fiction, biography"
61056,"fantasy, paranormal"
34355,"history, historical fiction, biography"
12692,romance
6016,"fantasy, paranormal"
99555,non-fiction
60573,"fantasy, paranormal"
65882,romance
97653,"fantasy, paranormal"
147422,children
67865,"comics, graphic"
70215,non-fiction
18630,"fantasy, paranormal"
126129,"mystery, thriller, crime"
84678,children
17622,"mystery, thriller, crime"
83185,"mystery, thriller, crime"
53889,young-adult
4871,"fantasy, paranormal"
98145,non-fiction
48568,non-fiction
175017,young-adult
79395,"comics, graphic"
12481,romance
15782,romance
27413,romance
23115,romance
24749,"mystery, thriller, crime"
130884,children
98915,romance
91521,"history, historical fiction, biography"
20034,"history, historical fiction, biography"
125547,romance
11463,"mystery, thriller, crime"
31125,children
125553,romance
88537,"fantasy, paranormal"
43595,romance
85430,young-adult
27570,"fantasy, paranormal"
101527,"fantasy, paranormal"
55986,romance
231510,romance
20818,young-adult
23302,non-fiction
177873,young-adult
15948,romance
7188,non-fiction
2154,young-adult
47925,non-fiction
112413,"mystery, thriller, crime"
2784,young-adult
57674,"fantasy, paranormal"
117524,"mystery, thriller, crime"
11607,romance
196969,non-fiction
303703,"comics, graphic"
14897,"fantasy, paranormal"
89191,"fantasy, paranormal"
184550,romance
132100,"fantasy, paranormal"
18625,"mystery, thriller, crime"
378169,romance
39253,non-fiction
70339,"mystery, thriller, crime"
94070,"history, historical fiction, biography"
373906,young-adult
66746,"mystery, thriller, crime"
18108,young-adult
80055,"history, historical fiction, biography"
7691,non-fiction
249226,"history, historical fiction, biography"
61609,"fantasy, paranormal"
92626,"mystery, thriller, crime"
9490,romance
51791,young-adult
255907,young-adult
150823,"mystery, thriller, crime"
272231,"fantasy, paranormal"
16420,"mystery, thriller, crime"
11023,romance
17179,non-fiction
121398,romance
115630,non-fiction
365704,non-fiction
19519,"fantasy, paranormal"
136976,children
165387,"history, historical fiction, biography"
24866,"history, historical fiction, biography"
16554,"mystery, thriller, crime"
18406,romance
48292,romance
55695,fiction
83439,poetry
195071,romance
92759,"history, historical fiction, biography"
190925,"comics, graphic"
2266,young-adult
130027,"mystery, thriller, crime"
17298,"fantasy, paranormal"
22288,"fantasy, paranormal"
120790,"fantasy, paranormal"
404855,fiction
21112,children
149252,"history, historical fiction, biography"
12427,young-adult
270585,"fantasy, paranormal"
31749,"comics, graphic"
102909,"fantasy, paranormal"
14609,non-fiction
9569,"mystery, thriller, crime"
9051,romance
9479,romance
163792,fiction
126724,non-fiction
15724,romance
133902,"history, historical fiction, biography"
59878,"history, historical fiction, biography"
26059,young-adult
250158,"mystery, thriller, crime"
37047,romance
39796,"fantasy, paranormal"
46333,"mystery, thriller, crime"
100888,"fantasy, paranormal"
115567,"fantasy, paranormal"
175611,romance
166839,"history, historical fiction, biography"
252691,"comics, graphic"
162021,romance
100987,non-fiction
198380,romance
49296,"fantasy, paranormal"
208970,non-fiction
94267,"fantasy, paranormal"
343476,romance
14103,"fantasy, paranormal"
17751,"history, historical fiction, biography"
8771,"mystery, thriller, crime"
69042,non-fiction
85576,non-fiction
8934,romance
19567,"fantasy, paranormal"
56404,"fantasy, paranormal"
57861,non-fiction
132389,children
116756,romance
16467,"history, historical fiction, biography"
63589,"fantasy, paranormal"
14490,non-fiction
69093,non-fiction
12995,non-fiction
23692,"fantasy, paranormal"
32657,"fantasy, paranormal"
30218,"mystery, thriller, crime"
50278,young-adult
89243,"mystery, thriller, crime"
41741,"fantasy, paranormal"
146084,"mystery, thriller, crime"
163076,"history, historical fiction, biography"
390612,fiction
178489,"comics, graphic"
48837,non-fiction
37260,"history, historical fiction, biography"
20512,children
468105,romance
