book_id_csv,genres
1571,"fantasy, paranormal"
16375,non-fiction
67834,"comics, graphic"
86587,"fantasy, paranormal"
180584,"history, historical fiction, biography"
77551,children
5584,"fantasy, paranormal"
81540,children
285007,"history, historical fiction, biography"
119324,children
36479,"history, historical fiction, biography"
87725,"comics, graphic"
140825,"history, historical fiction, biography"
157968,"mystery, thriller, crime"
4937,"fantasy, paranormal"
15355,children
212142,non-fiction
176080,"mystery, thriller, crime"
87674,"comics, graphic"
262837,fiction
80632,"history, historical fiction, biography"
93650,"fantasy, paranormal"
14643,non-fiction
138887,"fantasy, paranormal"
27629,"fantasy, paranormal"
6467,"fantasy, paranormal"
206624,young-adult
643467,romance
53588,"mystery, thriller, crime"
61567,children
209942,romance
25127,"history, historical fiction, biography"
209595,romance
393221,non-fiction
64873,romance
122384,"mystery, thriller, crime"
413097,poetry
343976,"fantasy, paranormal"
5758,"fantasy, paranormal"
37549,young-adult
5424,"fantasy, paranormal"
127287,"comics, graphic"
52947,"comics, graphic"
188531,"comics, graphic"
104184,romance
56671,non-fiction
118729,children
17444,"fantasy, paranormal"
226879,"fantasy, paranormal"
118541,poetry
90779,"fantasy, paranormal"
126786,"fantasy, paranormal"
113396,non-fiction
99885,poetry
72390,fiction
345380,romance
27679,non-fiction
147556,"mystery, thriller, crime"
278905,non-fiction
18941,"mystery, thriller, crime"
133953,non-fiction
432784,romance
5095,young-adult
81797,children
86279,"fantasy, paranormal"
29908,"comics, graphic"
64972,romance
53309,"mystery, thriller, crime"
12358,romance
226072,"history, historical fiction, biography"
10918,romance
372584,"fantasy, paranormal"
81755,children
6719,"fantasy, paranormal"
94659,"fantasy, paranormal"
5504,young-adult
25704,"mystery, thriller, crime"
117118,"history, historical fiction, biography"
68954,"fantasy, paranormal"
11694,young-adult
34854,children
71475,"history, historical fiction, biography"
5365,young-adult
51606,"fantasy, paranormal"
386333,children
319431,romance
33839,"history, historical fiction, biography"
112059,"comics, graphic"
25836,non-fiction
233,"fantasy, paranormal"
95972,romance
1825,young-adult
11902,romance
15995,romance
46643,"history, historical fiction, biography"
95045,young-adult
67213,"history, historical fiction, biography"
1911,young-adult
63439,non-fiction
11358,romance
220621,young-adult
64447,"comics, graphic"
1822,"fantasy, paranormal"
530974,"mystery, thriller, crime"
89028,"fantasy, paranormal"
49232,non-fiction
189724,"comics, graphic"
62840,non-fiction
227026,"history, historical fiction, biography"
91340,romance
82532,young-adult
47468,"mystery, thriller, crime"
67079,romance
221561,"history, historical fiction, biography"
97008,"fantasy, paranormal"
54918,non-fiction
108810,"mystery, thriller, crime"
12950,"mystery, thriller, crime"
253018,"mystery, thriller, crime"
85144,romance
89003,"fantasy, paranormal"
266436,"mystery, thriller, crime"
14753,romance
30064,young-adult
18559,"fantasy, paranormal"
104120,young-adult
135687,romance
83028,"fantasy, paranormal"
29834,romance
18868,"mystery, thriller, crime"
105467,children
18156,fiction
346425,"fantasy, paranormal"
375109,"history, historical fiction, biography"
67611,"mystery, thriller, crime"
9584,romance
128479,"mystery, thriller, crime"
89347,"fantasy, paranormal"
64916,romance
86046,"history, historical fiction, biography"
104372,romance
14576,"fantasy, paranormal"
122978,"history, historical fiction, biography"
75738,young-adult
45154,romance
77573,"mystery, thriller, crime"
43210,romance
20480,non-fiction
118931,children
59750,non-fiction
179245,romance
152289,"comics, graphic"
1666,"fantasy, paranormal"
17265,"fantasy, paranormal"
115441,"fantasy, paranormal"
17070,non-fiction
254848,"history, historical fiction, biography"
7466,young-adult
14547,romance
63170,non-fiction
14528,fiction
88636,young-adult
32153,"history, historical fiction, biography"
557509,non-fiction
15713,romance
396174,"history, historical fiction, biography"
47610,"fantasy, paranormal"
19877,"history, historical fiction, biography"
19168,"fantasy, paranormal"
278654,"mystery, thriller, crime"
74003,children
32541,fiction
742,children
50917,"mystery, thriller, crime"
323645,romance
57143,"fantasy, paranormal"
352131,non-fiction
22374,"fantasy, paranormal"
6974,"fantasy, paranormal"
79110,"comics, graphic"
141172,"fantasy, paranormal"
16736,"mystery, thriller, crime"
340859,poetry
119975,"mystery, thriller, crime"
21906,"fantasy, paranormal"
17649,"history, historical fiction, biography"
63623,"mystery, thriller, crime"
17572,"fantasy, paranormal"
13244,"mystery, thriller, crime"
116833,"fantasy, paranormal"
15185,"fantasy, paranormal"
113,"history, historical fiction, biography"
148168,"mystery, thriller, crime"
11616,romance
116473,"fantasy, paranormal"
22243,"fantasy, paranormal"
46744,"history, historical fiction, biography"
116263,"fantasy, paranormal"
693927,"fantasy, paranormal"
28629,romance
52872,"history, historical fiction, biography"
84893,"fantasy, paranormal"
80759,"fantasy, paranormal"
71554,romance
19969,"fantasy, paranormal"
13379,non-fiction
772898,poetry
76456,"mystery, thriller, crime"
17210,"mystery, thriller, crime"
209956,poetry
336046,"history, historical fiction, biography"
17563,non-fiction
59416,"history, historical fiction, biography"
76340,"history, historical fiction, biography"
222861,"history, historical fiction, biography"
13415,"history, historical fiction, biography"
34254,"history, historical fiction, biography"
94772,"fantasy, paranormal"
143274,children
14239,"fantasy, paranormal"
14471,"comics, graphic"
24969,"history, historical fiction, biography"
155396,non-fiction
1044,young-adult
305200,"fantasy, paranormal"
144243,"history, historical fiction, biography"
34382,non-fiction
515619,"history, historical fiction, biography"
5596,young-adult
21156,"mystery, thriller, crime"
119320,young-adult
444054,romance
12847,romance
24954,"history, historical fiction, biography"
