book_id_csv,genres
18609,young-adult
419755,"history, historical fiction, biography"
153055,"mystery, thriller, crime"
35911,non-fiction
6637,young-adult
239996,non-fiction
109997,romance
172793,non-fiction
98192,"fantasy, paranormal"
468897,"fantasy, paranormal"
40241,non-fiction
355019,romance
215463,romance
5022,"fantasy, paranormal"
51756,"fantasy, paranormal"
101233,"mystery, thriller, crime"
101918,"fantasy, paranormal"
234516,romance
21752,young-adult
269576,young-adult
225,"fantasy, paranormal"
117624,"history, historical fiction, biography"
903,"history, historical fiction, biography"
84335,non-fiction
236405,"history, historical fiction, biography"
48632,non-fiction
176402,young-adult
25675,"mystery, thriller, crime"
91489,"history, historical fiction, biography"
137009,"history, historical fiction, biography"
51279,non-fiction
145991,children
28808,non-fiction
93724,"fantasy, paranormal"
6798,"fantasy, paranormal"
222619,"mystery, thriller, crime"
32235,non-fiction
587242,"fantasy, paranormal"
104217,romance
68355,non-fiction
34792,"history, historical fiction, biography"
12454,romance
34881,"history, historical fiction, biography"
1621,"mystery, thriller, crime"
14814,romance
6589,"fantasy, paranormal"
5873,young-adult
88551,"fantasy, paranormal"
78090,children
438650,children
100960,romance
74982,"history, historical fiction, biography"
5527,"fantasy, paranormal"
6580,young-adult
5139,young-adult
100996,non-fiction
78253,"mystery, thriller, crime"
75130,"fantasy, paranormal"
50062,poetry
70315,"history, historical fiction, biography"
361050,young-adult
20997,non-fiction
85717,"mystery, thriller, crime"
41637,non-fiction
111210,romance
115701,fiction
176221,"fantasy, paranormal"
5179,young-adult
102151,romance
11452,romance
3009,"fantasy, paranormal"
592349,"fantasy, paranormal"
70626,"history, historical fiction, biography"
159192,"mystery, thriller, crime"
178063,romance
254736,"comics, graphic"
8231,young-adult
560022,"mystery, thriller, crime"
75717,"history, historical fiction, biography"
105508,children
25856,"mystery, thriller, crime"
18279,"history, historical fiction, biography"
26284,"comics, graphic"
77636,"mystery, thriller, crime"
179121,"fantasy, paranormal"
33906,"mystery, thriller, crime"
16224,"fantasy, paranormal"
112030,young-adult
30031,"fantasy, paranormal"
147397,young-adult
359864,romance
29084,young-adult
163643,romance
162213,"fantasy, paranormal"
27880,"mystery, thriller, crime"
102144,non-fiction
21105,children
82660,"mystery, thriller, crime"
55875,"fantasy, paranormal"
119166,"fantasy, paranormal"
104943,"fantasy, paranormal"
12827,"history, historical fiction, biography"
2028,young-adult
11431,romance
57911,"fantasy, paranormal"
88276,"fantasy, paranormal"
37573,"fantasy, paranormal"
61819,"fantasy, paranormal"
65351,romance
212291,young-adult
2657,romance
40906,"history, historical fiction, biography"
25358,"mystery, thriller, crime"
168263,romance
209951,romance
94035,non-fiction
273607,"fantasy, paranormal"
102971,young-adult
126206,children
19850,non-fiction
342779,"fantasy, paranormal"
73087,children
95016,young-adult
119697,"fantasy, paranormal"
10798,romance
32000,"history, historical fiction, biography"
115390,"fantasy, paranormal"
64141,romance
257205,"fantasy, paranormal"
129280,romance
531920,romance
26091,"fantasy, paranormal"
4329,"fantasy, paranormal"
24203,romance
961003,non-fiction
190926,"comics, graphic"
50575,young-adult
68281,"mystery, thriller, crime"
338425,"fantasy, paranormal"
47231,"mystery, thriller, crime"
63650,"comics, graphic"
243739,"fantasy, paranormal"
184427,romance
84039,"comics, graphic"
24975,"history, historical fiction, biography"
112375,children
159057,"mystery, thriller, crime"
22154,non-fiction
92078,young-adult
48717,"fantasy, paranormal"
127798,"comics, graphic"
143548,non-fiction
57170,young-adult
57412,"comics, graphic"
60956,romance
445494,romance
20974,"history, historical fiction, biography"
236716,young-adult
10247,romance
52118,young-adult
9101,romance
97905,romance
9318,romance
5868,young-adult
14521,"history, historical fiction, biography"
94469,"fantasy, paranormal"
124566,romance
85115,non-fiction
249047,"history, historical fiction, biography"
143926,"comics, graphic"
82743,non-fiction
156921,"mystery, thriller, crime"
1515,"mystery, thriller, crime"
50944,young-adult
69007,romance
51564,"fantasy, paranormal"
128750,"fantasy, paranormal"
183517,"history, historical fiction, biography"
145082,non-fiction
233655,"mystery, thriller, crime"
105966,non-fiction
14515,fiction
340050,""
127709,"fantasy, paranormal"
53458,non-fiction
179531,poetry
70222,non-fiction
135573,"mystery, thriller, crime"
111996,young-adult
128235,young-adult
14140,"fantasy, paranormal"
18244,non-fiction
100300,"fantasy, paranormal"
3686,"fantasy, paranormal"
208421,"fantasy, paranormal"
14072,"mystery, thriller, crime"
199799,non-fiction
12832,"mystery, thriller, crime"
639366,children
274034,romance
155986,"history, historical fiction, biography"
17718,"fantasy, paranormal"
121640,"comics, graphic"
106890,"fantasy, paranormal"
186022,"mystery, thriller, crime"
48072,romance
108028,non-fiction
257185,poetry
7135,"fantasy, paranormal"
359406,romance
85024,"fantasy, paranormal"
106082,"fantasy, paranormal"
26177,"comics, graphic"
7653,"history, historical fiction, biography"
1174,"mystery, thriller, crime"
144708,"fantasy, paranormal"
1207,non-fiction
118212,children
338353,"fantasy, paranormal"
284717,"comics, graphic"
393035,"comics, graphic"
105043,"mystery, thriller, crime"
55218,romance
7424,"history, historical fiction, biography"
71556,romance
36144,non-fiction
82009,children
663,"fantasy, paranormal"
49517,romance
23672,non-fiction
123498,romance
23624,romance
465827,"comics, graphic"
161852,non-fiction
29959,romance
150229,"mystery, thriller, crime"
15314,"mystery, thriller, crime"
243892,young-adult
185418,"fantasy, paranormal"
85421,"fantasy, paranormal"
168207,non-fiction
161797,young-adult
112598,"fantasy, paranormal"
78499,non-fiction
78093,"comics, graphic"
13222,"mystery, thriller, crime"
45205,"fantasy, paranormal"
293734,"fantasy, paranormal"
2833,"fantasy, paranormal"
41698,children
77465,"fantasy, paranormal"
22111,"fantasy, paranormal"
98670,romance
64896,"history, historical fiction, biography"
144713,"fantasy, paranormal"
221149,"fantasy, paranormal"
185291,"comics, graphic"
164571,"comics, graphic"
4087,"fantasy, paranormal"
33694,non-fiction
31092,children
35103,"fantasy, paranormal"
19523,"fantasy, paranormal"
42042,children
106731,"mystery, thriller, crime"
28463,young-adult
94919,"fantasy, paranormal"
47845,children
74445,"fantasy, paranormal"
170419,romance
29475,"history, historical fiction, biography"
101141,children
178663,non-fiction
219955,"fantasy, paranormal"
15456,"history, historical fiction, biography"
226245,"fantasy, paranormal"
19397,"fantasy, paranormal"
20633,children
45024,"mystery, thriller, crime"
4880,"fantasy, paranormal"
67851,"comics, graphic"
146301,non-fiction
151850,young-adult
48975,romance
249298,"fantasy, paranormal"
47566,"mystery, thriller, crime"
170498,non-fiction
62609,"history, historical fiction, biography"
26349,children
135845,"fantasy, paranormal"
252591,romance
17421,"fantasy, paranormal"
447,non-fiction
14827,young-adult
5759,"fantasy, paranormal"
162075,romance
10297,young-adult
20750,"fantasy, paranormal"
129306,fiction
71136,romance
294859,"mystery, thriller, crime"
153117,non-fiction
32482,"history, historical fiction, biography"
