book_id_csv,genres
60410,"comics, graphic"
168867,non-fiction
186525,"fantasy, paranormal"
56130,"mystery, thriller, crime"
35633,"history, historical fiction, biography"
152618,romance
728773,"comics, graphic"
20651,"history, historical fiction, biography"
68312,romance
111339,romance
216228,"fantasy, paranormal"
79392,"comics, graphic"
5455,"fantasy, paranormal"
72048,romance
269664,"history, historical fiction, biography"
344591,"mystery, thriller, crime"
177476,non-fiction
39287,"fantasy, paranormal"
85319,children
216356,"fantasy, paranormal"
6180,"fantasy, paranormal"
15445,romance
129182,non-fiction
6005,"fantasy, paranormal"
28551,"mystery, thriller, crime"
47126,"history, historical fiction, biography"
213421,"fantasy, paranormal"
6895,"fantasy, paranormal"
13378,non-fiction
3745,young-adult
616219,"mystery, thriller, crime"
108645,"mystery, thriller, crime"
174810,"mystery, thriller, crime"
2890,young-adult
3775,young-adult
3099,young-adult
5518,"fantasy, paranormal"
89845,young-adult
166919,romance
117766,non-fiction
25355,"mystery, thriller, crime"
123,non-fiction
513266,poetry
213828,"comics, graphic"
6306,"fantasy, paranormal"
20589,"mystery, thriller, crime"
341809,non-fiction
47651,"fantasy, paranormal"
34617,"fantasy, paranormal"
110576,romance
152603,romance
83359,non-fiction
8425,"fantasy, paranormal"
1112,"history, historical fiction, biography"
108703,"history, historical fiction, biography"
17305,"comics, graphic"
36053,"mystery, thriller, crime"
40053,"fantasy, paranormal"
66888,romance
248377,"fantasy, paranormal"
64003,"fantasy, paranormal"
34838,children
42094,romance
156676,romance
39749,romance
5678,romance
5493,romance
96154,"fantasy, paranormal"
22253,"fantasy, paranormal"
87630,"comics, graphic"
3020,"fantasy, paranormal"
213934,romance
18232,non-fiction
46903,non-fiction
67635,young-adult
254511,romance
145211,children
330642,young-adult
12937,romance
17232,"mystery, thriller, crime"
5058,romance
51875,"history, historical fiction, biography"
12221,romance
42740,"history, historical fiction, biography"
19412,"history, historical fiction, biography"
10765,romance
5164,"fantasy, paranormal"
117035,non-fiction
36750,young-adult
12258,romance
59450,romance
324623,"history, historical fiction, biography"
27255,romance
645349,non-fiction
87434,"comics, graphic"
11495,romance
14701,"history, historical fiction, biography"
29071,"fantasy, paranormal"
96087,romance
140223,"comics, graphic"
16416,non-fiction
14799,young-adult
339325,"comics, graphic"
29849,romance
60042,"history, historical fiction, biography"
17143,"mystery, thriller, crime"
175475,"fantasy, paranormal"
15407,"fantasy, paranormal"
61671,"fantasy, paranormal"
94042,romance
567093,"mystery, thriller, crime"
38687,romance
209973,poetry
8176,"comics, graphic"
62103,"fantasy, paranormal"
188525,"fantasy, paranormal"
212289,young-adult
10702,romance
50206,"mystery, thriller, crime"
95399,"fantasy, paranormal"
221531,"mystery, thriller, crime"
10396,romance
39467,"fantasy, paranormal"
157184,"mystery, thriller, crime"
157234,"comics, graphic"
17600,"fantasy, paranormal"
130855,"fantasy, paranormal"
41903,non-fiction
17223,non-fiction
55576,"mystery, thriller, crime"
256208,"history, historical fiction, biography"
19430,"fantasy, paranormal"
1289,"fantasy, paranormal"
366123,"fantasy, paranormal"
92079,"fantasy, paranormal"
112403,children
49227,"mystery, thriller, crime"
164730,"mystery, thriller, crime"
174132,"history, historical fiction, biography"
55415,"history, historical fiction, biography"
163977,non-fiction
49870,"mystery, thriller, crime"
4051,"fantasy, paranormal"
759438,non-fiction
56293,"mystery, thriller, crime"
62112,non-fiction
94713,"fantasy, paranormal"
50847,young-adult
167670,non-fiction
8966,romance
61686,"fantasy, paranormal"
30042,"comics, graphic"
1236,non-fiction
88510,"fantasy, paranormal"
139567,children
239064,non-fiction
266727,"fantasy, paranormal"
58871,"fantasy, paranormal"
59929,young-adult
77692,non-fiction
192049,non-fiction
87535,"comics, graphic"
468,"fantasy, paranormal"
34524,"history, historical fiction, biography"
108855,"fantasy, paranormal"
60985,romance
64107,"history, historical fiction, biography"
138037,"mystery, thriller, crime"
292661,romance
8573,"mystery, thriller, crime"
161042,young-adult
295517,romance
619,non-fiction
17527,"mystery, thriller, crime"
77554,young-adult
26623,"fantasy, paranormal"
221290,"mystery, thriller, crime"
23179,romance
80791,"mystery, thriller, crime"
46859,"mystery, thriller, crime"
30213,"mystery, thriller, crime"
147906,"fantasy, paranormal"
101781,"mystery, thriller, crime"
31482,"comics, graphic"
23933,"history, historical fiction, biography"
18615,"mystery, thriller, crime"
85401,"fantasy, paranormal"
116595,romance
69783,young-adult
275480,romance
15469,non-fiction
7673,"history, historical fiction, biography"
19913,"fantasy, paranormal"
62007,"fantasy, paranormal"
13173,"fantasy, paranormal"
78336,non-fiction
22629,romance
22121,non-fiction
325447,young-adult
27853,non-fiction
106080,"fantasy, paranormal"
