book_id_csv,genres
5269,"fantasy, paranormal"
8463,"history, historical fiction, biography"
27314,"fantasy, paranormal"
152816,"fantasy, paranormal"
110036,poetry
86068,non-fiction
126571,"comics, graphic"
48641,"fantasy, paranormal"
708,non-fiction
50076,non-fiction
262529,"comics, graphic"
183469,romance
147782,young-adult
20908,young-adult
194013,romance
46568,"fantasy, paranormal"
72056,non-fiction
44645,romance
300962,poetry
3691,"fantasy, paranormal"
25653,romance
104220,poetry
52263,"mystery, thriller, crime"
253597,children
24516,"history, historical fiction, biography"
20784,"history, historical fiction, biography"
67449,young-adult
261463,"history, historical fiction, biography"
34262,non-fiction
513678,children
258501,"history, historical fiction, biography"
61540,"fantasy, paranormal"
105419,children
40168,young-adult
97819,romance
4657,young-adult
4689,young-adult
118794,"history, historical fiction, biography"
65357,romance
12890,"history, historical fiction, biography"
5127,"fantasy, paranormal"
5287,romance
41781,romance
46422,romance
4347,"fantasy, paranormal"
150442,young-adult
95343,"fantasy, paranormal"
237759,"fantasy, paranormal"
48563,"history, historical fiction, biography"
37298,young-adult
144963,"mystery, thriller, crime"
4978,romance
28419,non-fiction
36151,romance
14730,fiction
26072,"fantasy, paranormal"
40336,non-fiction
14899,children
82934,"history, historical fiction, biography"
39171,young-adult
20097,non-fiction
304740,romance
153807,non-fiction
16816,non-fiction
75793,young-adult
59176,"mystery, thriller, crime"
157543,"history, historical fiction, biography"
25236,romance
44934,romance
557384,young-adult
330382,romance
6530,"fantasy, paranormal"
6897,young-adult
19476,young-adult
22017,non-fiction
90226,children
48202,romance
23911,non-fiction
172798,"history, historical fiction, biography"
12405,romance
6253,romance
77128,"mystery, thriller, crime"
4993,romance
241815,"mystery, thriller, crime"
326203,young-adult
26297,"mystery, thriller, crime"
16017,romance
73183,children
63724,"history, historical fiction, biography"
79932,romance
48992,"fantasy, paranormal"
57913,"fantasy, paranormal"
1840,"fantasy, paranormal"
11007,romance
219369,"history, historical fiction, biography"
150737,non-fiction
837,"fantasy, paranormal"
11549,romance
50556,"fantasy, paranormal"
25403,"mystery, thriller, crime"
23036,romance
166845,"comics, graphic"
65554,romance
114515,poetry
11571,romance
11237,romance
7414,"history, historical fiction, biography"
39444,non-fiction
1508,fiction
204814,"history, historical fiction, biography"
180578,"fantasy, paranormal"
74761,"mystery, thriller, crime"
40721,non-fiction
19415,non-fiction
110116,non-fiction
153718,"history, historical fiction, biography"
94716,"fantasy, paranormal"
161868,"fantasy, paranormal"
109780,romance
130451,"fantasy, paranormal"
41058,"mystery, thriller, crime"
62220,"fantasy, paranormal"
176474,"fantasy, paranormal"
7377,"comics, graphic"
246021,fiction
339019,"mystery, thriller, crime"
112272,young-adult
94998,young-adult
9831,romance
12878,"fantasy, paranormal"
140117,young-adult
1695,"mystery, thriller, crime"
116050,children
57102,"fantasy, paranormal"
78193,"fantasy, paranormal"
113269,non-fiction
23421,romance
5462,"fantasy, paranormal"
147573,non-fiction
61490,"fantasy, paranormal"
170296,"history, historical fiction, biography"
58390,young-adult
5559,"fantasy, paranormal"
55335,"fantasy, paranormal"
724731,"mystery, thriller, crime"
131723,romance
51097,children
170291,non-fiction
86336,"mystery, thriller, crime"
161979,romance
57471,romance
267482,"mystery, thriller, crime"
162597,"mystery, thriller, crime"
9332,romance
548616,romance
14385,children
112631,"history, historical fiction, biography"
211628,"mystery, thriller, crime"
155920,non-fiction
60397,"mystery, thriller, crime"
34912,"history, historical fiction, biography"
127986,non-fiction
120214,romance
9145,romance
354245,non-fiction
89186,"fantasy, paranormal"
135981,romance
67502,romance
8952,romance
68341,"mystery, thriller, crime"
36008,romance
99721,children
39872,"fantasy, paranormal"
90471,"mystery, thriller, crime"
116753,romance
116822,romance
289501,"mystery, thriller, crime"
170368,"mystery, thriller, crime"
169747,romance
25810,romance
266340,young-adult
35800,poetry
87768,"comics, graphic"
46816,"history, historical fiction, biography"
67263,"fantasy, paranormal"
28773,non-fiction
46174,"fantasy, paranormal"
52442,non-fiction
94922,romance
670,"fantasy, paranormal"
60408,"mystery, thriller, crime"
75414,"fantasy, paranormal"
15600,romance
23277,romance
177226,children
17057,non-fiction
321363,"history, historical fiction, biography"
19090,"history, historical fiction, biography"
21323,"comics, graphic"
97979,romance
15077,"fantasy, paranormal"
290369,non-fiction
216230,"fantasy, paranormal"
262396,non-fiction
45009,romance
112425,"fantasy, paranormal"
177835,romance
98635,romance
100297,children
100273,"fantasy, paranormal"
25857,"mystery, thriller, crime"
212546,non-fiction
69086,non-fiction
79529,children
17318,"fantasy, paranormal"
146809,"history, historical fiction, biography"
34719,"history, historical fiction, biography"
87848,"fantasy, paranormal"
5618,young-adult
183499,"history, historical fiction, biography"
102239,"fantasy, paranormal"
46587,children
79564,"history, historical fiction, biography"
118722,children
3884,"fantasy, paranormal"
19490,young-adult
119831,"mystery, thriller, crime"
260249,non-fiction
139956,poetry
14116,"fantasy, paranormal"
6816,"fantasy, paranormal"
31280,children
721500,poetry
15393,"mystery, thriller, crime"
89776,romance
321475,"fantasy, paranormal"
61610,non-fiction
327448,"mystery, thriller, crime"
17783,"history, historical fiction, biography"
29313,"fantasy, paranormal"
16982,young-adult
219164,"fantasy, paranormal"
82417,non-fiction
370022,"mystery, thriller, crime"
72069,"history, historical fiction, biography"
221170,"fantasy, paranormal"
21641,young-adult
224742,"history, historical fiction, biography"
15463,romance
365815,"fantasy, paranormal"
126274,"fantasy, paranormal"
337313,non-fiction
97208,"comics, graphic"
224534,"history, historical fiction, biography"
250485,"history, historical fiction, biography"
25419,"history, historical fiction, biography"
320837,"comics, graphic"
210825,romance
22636,romance
12721,"history, historical fiction, biography"
296856,"mystery, thriller, crime"
243737,non-fiction
430332,children
222788,romance
22118,non-fiction
113813,"mystery, thriller, crime"
178454,"fantasy, paranormal"
68285,non-fiction
182399,"mystery, thriller, crime"
23661,romance
19831,"fantasy, paranormal"
185596,non-fiction
99935,non-fiction
25897,"history, historical fiction, biography"
88718,children
14460,"comics, graphic"
123278,"mystery, thriller, crime"
319642,"fantasy, paranormal"
158986,"history, historical fiction, biography"
77618,"fantasy, paranormal"
221878,romance
464294,"history, historical fiction, biography"
19583,young-adult
111320,romance
3134,"fantasy, paranormal"
67173,non-fiction
1192,non-fiction
50150,"history, historical fiction, biography"
19950,"history, historical fiction, biography"
108601,"mystery, thriller, crime"
71523,children
131725,young-adult
48579,"history, historical fiction, biography"
96578,"fantasy, paranormal"
66728,non-fiction
87695,"comics, graphic"
205125,romance
67301,young-adult
40691,"comics, graphic"
779782,"fantasy, paranormal"
122507,non-fiction
17112,"fantasy, paranormal"
24197,children
137511,"fantasy, paranormal"
28492,romance
105205,"fantasy, paranormal"
59641,non-fiction
7306,"history, historical fiction, biography"
294054,"fantasy, paranormal"
69728,non-fiction
155782,"history, historical fiction, biography"
51131,young-adult
