book_id_csv,genres
82827,romance
5395,young-adult
866,"mystery, thriller, crime"
49653,romance
20873,non-fiction
45181,romance
109786,romance
273895,"mystery, thriller, crime"
144337,poetry
143521,"fantasy, paranormal"
205087,"history, historical fiction, biography"
105685,children
14081,"fantasy, paranormal"
78403,young-adult
96828,romance
157431,"mystery, thriller, crime"
126143,"fantasy, paranormal"
279358,"comics, graphic"
168723,non-fiction
23359,"mystery, thriller, crime"
125933,young-adult
139423,non-fiction
19989,"fantasy, paranormal"
35763,non-fiction
5407,"fantasy, paranormal"
173629,"mystery, thriller, crime"
341270,poetry
75484,"fantasy, paranormal"
113812,"mystery, thriller, crime"
20245,non-fiction
2630,"fantasy, paranormal"
19944,"fantasy, paranormal"
67304,children
33985,"mystery, thriller, crime"
139215,romance
16925,"mystery, thriller, crime"
261537,"history, historical fiction, biography"
6168,"fantasy, paranormal"
354951,"comics, graphic"
42796,"mystery, thriller, crime"
112628,"fantasy, paranormal"
6578,young-adult
52528,young-adult
65938,"mystery, thriller, crime"
74675,young-adult
102932,"history, historical fiction, biography"
134116,"comics, graphic"
333324,children
6409,"fantasy, paranormal"
262926,romance
63231,"history, historical fiction, biography"
6800,"fantasy, paranormal"
234022,poetry
28595,children
607797,children
96550,"fantasy, paranormal"
67749,"mystery, thriller, crime"
444156,"history, historical fiction, biography"
8387,"comics, graphic"
41360,"mystery, thriller, crime"
126127,"fantasy, paranormal"
77615,"fantasy, paranormal"
75274,young-adult
2506,young-adult
104204,romance
13441,"mystery, thriller, crime"
365873,romance
107024,romance
56306,poetry
34945,"mystery, thriller, crime"
20584,"history, historical fiction, biography"
12469,romance
304857,"comics, graphic"
122568,"mystery, thriller, crime"
113599,"mystery, thriller, crime"
109085,non-fiction
6282,"fantasy, paranormal"
87436,"comics, graphic"
3253,"fantasy, paranormal"
36712,"history, historical fiction, biography"
111844,young-adult
12458,romance
6339,young-adult
59227,"fantasy, paranormal"
2357,"fantasy, paranormal"
21374,young-adult
12201,romance
119536,romance
61583,children
953252,romance
96067,romance
37104,young-adult
58431,"mystery, thriller, crime"
200284,romance
109679,romance
53847,"mystery, thriller, crime"
467001,"history, historical fiction, biography"
9899,romance
139812,"fantasy, paranormal"
62715,romance
29243,"comics, graphic"
11079,romance
79665,romance
169060,non-fiction
96890,"comics, graphic"
27967,non-fiction
101895,"fantasy, paranormal"
92105,"history, historical fiction, biography"
25079,children
135332,"fantasy, paranormal"
156037,non-fiction
39261,"fantasy, paranormal"
23493,romance
1851,young-adult
147979,romance
18603,"mystery, thriller, crime"
84197,"fantasy, paranormal"
398247,children
898129,"history, historical fiction, biography"
69916,"history, historical fiction, biography"
95077,"fantasy, paranormal"
1673,"fantasy, paranormal"
26692,"fantasy, paranormal"
68643,"comics, graphic"
194831,romance
35450,"fantasy, paranormal"
36778,young-adult
169728,romance
108866,children
78432,poetry
14593,"fantasy, paranormal"
62219,"fantasy, paranormal"
67619,young-adult
16498,non-fiction
194824,romance
29817,romance
42063,"fantasy, paranormal"
156402,romance
31564,"comics, graphic"
26316,"fantasy, paranormal"
106759,"mystery, thriller, crime"
101474,romance
19073,children
247750,non-fiction
408231,"fantasy, paranormal"
31685,"comics, graphic"
20567,young-adult
10232,romance
63162,young-adult
285772,romance
75125,"history, historical fiction, biography"
253249,"fantasy, paranormal"
126953,"comics, graphic"
37125,"history, historical fiction, biography"
39402,"history, historical fiction, biography"
179015,non-fiction
25206,non-fiction
19101,young-adult
868163,"fantasy, paranormal"
79635,romance
318696,"fantasy, paranormal"
13260,"history, historical fiction, biography"
95047,young-adult
9121,romance
19960,non-fiction
50820,"fantasy, paranormal"
48113,romance
107859,children
174419,young-adult
1271,young-adult
87917,"mystery, thriller, crime"
88924,"fantasy, paranormal"
14572,non-fiction
48565,"history, historical fiction, biography"
212877,"comics, graphic"
20934,romance
66333,"fantasy, paranormal"
238569,"fantasy, paranormal"
39493,"fantasy, paranormal"
44656,romance
353930,"history, historical fiction, biography"
126856,"fantasy, paranormal"
45334,romance
101144,romance
176504,non-fiction
122722,"fantasy, paranormal"
41049,"mystery, thriller, crime"
310330,"comics, graphic"
48752,"fantasy, paranormal"
17029,"fantasy, paranormal"
101146,romance
211801,"mystery, thriller, crime"
198103,romance
85023,"fantasy, paranormal"
107581,"fantasy, paranormal"
145274,"history, historical fiction, biography"
196015,"fantasy, paranormal"
26465,romance
22426,children
486738,"mystery, thriller, crime"
891,"mystery, thriller, crime"
70206,non-fiction
16751,"fantasy, paranormal"
17368,"fantasy, paranormal"
71547,romance
275467,romance
99193,"fantasy, paranormal"
219650,"history, historical fiction, biography"
15080,"fantasy, paranormal"
135966,romance
20510,children
87572,"comics, graphic"
60145,"fantasy, paranormal"
107934,non-fiction
171,non-fiction
238733,non-fiction
169262,"fantasy, paranormal"
118217,"history, historical fiction, biography"
434291,poetry
240375,"comics, graphic"
321408,children
118735,children
4474,young-adult
102588,"history, historical fiction, biography"
70937,"fantasy, paranormal"
341118,"comics, graphic"
24077,"fantasy, paranormal"
94758,"fantasy, paranormal"
258583,"history, historical fiction, biography"
861,"history, historical fiction, biography"
96364,"fantasy, paranormal"
291762,non-fiction
61587,children
28633,"fantasy, paranormal"
126341,"comics, graphic"
288301,"fantasy, paranormal"
32560,romance
93590,"fantasy, paranormal"
348195,romance
53478,"mystery, thriller, crime"
66868,"mystery, thriller, crime"
77589,children
184180,young-adult
18887,romance
89517,"fantasy, paranormal"
175574,"mystery, thriller, crime"
102432,non-fiction
443395,romance
39373,"fantasy, paranormal"
185924,"mystery, thriller, crime"
61617,"fantasy, paranormal"
12966,"fantasy, paranormal"
253484,"fantasy, paranormal"
265591,"mystery, thriller, crime"
48786,non-fiction
68517,romance
14025,non-fiction
126104,romance
23664,romance
290097,fiction
408982,"comics, graphic"
66847,non-fiction
378042,"mystery, thriller, crime"
485831,non-fiction
180581,"fantasy, paranormal"
167898,romance
107407,"fantasy, paranormal"
270092,young-adult
61926,"fantasy, paranormal"
12489,romance
77575,"fantasy, paranormal"
102705,romance
4233,"fantasy, paranormal"
129976,"fantasy, paranormal"
164461,romance
41232,non-fiction
224016,"history, historical fiction, biography"
61105,young-adult
5417,"fantasy, paranormal"
59400,"mystery, thriller, crime"
630769,"fantasy, paranormal"
1036,children
237919,non-fiction
3016,"fantasy, paranormal"
199459,non-fiction
54423,"mystery, thriller, crime"
62349,non-fiction
153333,non-fiction
182599,"fantasy, paranormal"
1032,children
78350,"fantasy, paranormal"
238520,young-adult
159493,non-fiction
266924,"history, historical fiction, biography"
84068,"comics, graphic"
89684,"fantasy, paranormal"
251834,"fantasy, paranormal"
90206,"history, historical fiction, biography"
