book_id_csv,genres
20837,non-fiction
200368,romance
349362,"fantasy, paranormal"
212087,"fantasy, paranormal"
283,"mystery, thriller, crime"
59354,"fantasy, paranormal"
5571,"fantasy, paranormal"
350598,"history, historical fiction, biography"
157748,"fantasy, paranormal"
24582,non-fiction
128950,non-fiction
61517,romance
298720,romance
8160,"comics, graphic"
14866,romance
13567,"history, historical fiction, biography"
94313,"fantasy, paranormal"
119752,children
32627,non-fiction
118219,romance
88319,"fantasy, paranormal"
630354,children
2100,"fantasy, paranormal"
255951,romance
28814,"history, historical fiction, biography"
240345,"comics, graphic"
5404,"fantasy, paranormal"
213906,children
36052,non-fiction
82332,children
61565,children
134982,"fantasy, paranormal"
208960,"comics, graphic"
55869,"mystery, thriller, crime"
5891,"fantasy, paranormal"
19085,"history, historical fiction, biography"
234127,romance
161950,"mystery, thriller, crime"
3208,"fantasy, paranormal"
65986,romance
4677,young-adult
257295,romance
37392,"history, historical fiction, biography"
123992,"fantasy, paranormal"
77810,young-adult
6682,"fantasy, paranormal"
109444,romance
68462,"fantasy, paranormal"
17510,"fantasy, paranormal"
21222,"history, historical fiction, biography"
96293,romance
12498,romance
39183,young-adult
76457,"mystery, thriller, crime"
6633,"fantasy, paranormal"
39725,romance
146111,"mystery, thriller, crime"
86780,"fantasy, paranormal"
93843,"fantasy, paranormal"
1178,"mystery, thriller, crime"
63513,"fantasy, paranormal"
12341,romance
11487,romance
274514,romance
26329,young-adult
275314,romance
5597,romance
40506,"comics, graphic"
156872,romance
5243,"fantasy, paranormal"
20587,non-fiction
6718,romance
37302,young-adult
17514,"fantasy, paranormal"
26939,"fantasy, paranormal"
215610,romance
11312,romance
95954,"fantasy, paranormal"
8067,non-fiction
279,romance
344002,"fantasy, paranormal"
4601,"fantasy, paranormal"
93136,"fantasy, paranormal"
2370,"fantasy, paranormal"
13892,non-fiction
55150,"history, historical fiction, biography"
2669,romance
176058,"mystery, thriller, crime"
65349,romance
18130,romance
17279,"fantasy, paranormal"
200203,non-fiction
128400,"fantasy, paranormal"
116923,"mystery, thriller, crime"
2655,romance
95956,romance
41421,"mystery, thriller, crime"
363482,non-fiction
207485,romance
66742,"mystery, thriller, crime"
174214,"comics, graphic"
119368,non-fiction
100826,"history, historical fiction, biography"
2591,"fantasy, paranormal"
223494,"comics, graphic"
160464,romance
46900,"history, historical fiction, biography"
162067,romance
1846,young-adult
74,"history, historical fiction, biography"
13573,"history, historical fiction, biography"
55115,"mystery, thriller, crime"
63226,romance
138738,romance
216651,"history, historical fiction, biography"
1870,young-adult
123223,"fantasy, paranormal"
69492,"fantasy, paranormal"
39242,"fantasy, paranormal"
106471,young-adult
119,"history, historical fiction, biography"
166001,"fantasy, paranormal"
77863,"fantasy, paranormal"
322136,"mystery, thriller, crime"
70879,"history, historical fiction, biography"
57867,"comics, graphic"
166624,"fantasy, paranormal"
279062,"comics, graphic"
141299,"comics, graphic"
263447,non-fiction
34582,"history, historical fiction, biography"
9744,romance
61637,non-fiction
84309,"fantasy, paranormal"
57437,"fantasy, paranormal"
37301,young-adult
91744,non-fiction
44957,romance
166368,"fantasy, paranormal"
14950,"fantasy, paranormal"
272794,young-adult
4583,young-adult
25218,romance
72160,"history, historical fiction, biography"
24937,non-fiction
61436,non-fiction
75770,"fantasy, paranormal"
