book_id_csv,genres
12984,non-fiction
105691,non-fiction
465452,"fantasy, paranormal"
308444,"history, historical fiction, biography"
176483,"fantasy, paranormal"
59699,non-fiction
105365,children
197776,romance
275363,romance
94738,"fantasy, paranormal"
286795,romance
93727,fiction
260295,children
1525,romance
101640,non-fiction
77752,poetry
13448,"mystery, thriller, crime"
21889,"fantasy, paranormal"
239216,"history, historical fiction, biography"
8088,"history, historical fiction, biography"
21650,young-adult
150437,fiction
19351,"fantasy, paranormal"
370021,"mystery, thriller, crime"
39732,romance
98271,romance
77616,"fantasy, paranormal"
96130,romance
59899,young-adult
20782,"history, historical fiction, biography"
173866,"history, historical fiction, biography"
104248,"history, historical fiction, biography"
19878,"comics, graphic"
39719,non-fiction
179766,"comics, graphic"
92123,young-adult
26310,"comics, graphic"
146387,non-fiction
163531,romance
207900,romance
145157,non-fiction
45833,"comics, graphic"
185634,"mystery, thriller, crime"
58908,"fantasy, paranormal"
174365,young-adult
17589,non-fiction
370709,"fantasy, paranormal"
75952,children
21325,"comics, graphic"
148298,"fantasy, paranormal"
25304,"mystery, thriller, crime"
29453,"fantasy, paranormal"
2182,young-adult
272071,young-adult
12457,romance
51086,young-adult
240282,"comics, graphic"
37990,romance
4622,romance
84423,"fantasy, paranormal"
40451,non-fiction
249301,"fantasy, paranormal"
11473,romance
84141,"history, historical fiction, biography"
48330,non-fiction
50424,"history, historical fiction, biography"
4364,romance
41001,non-fiction
44543,romance
254197,romance
3312,"fantasy, paranormal"
58914,"fantasy, paranormal"
2821,"fantasy, paranormal"
2475,young-adult
32129,non-fiction
45047,romance
148651,"fantasy, paranormal"
306948,non-fiction
81197,"history, historical fiction, biography"
105211,romance
60124,young-adult
34777,non-fiction
46958,"history, historical fiction, biography"
57429,"fantasy, paranormal"
500963,romance
25524,"history, historical fiction, biography"
86654,"fantasy, paranormal"
24380,young-adult
133982,"comics, graphic"
93945,"fantasy, paranormal"
14706,"history, historical fiction, biography"
72490,children
115167,"fantasy, paranormal"
5089,young-adult
88594,"history, historical fiction, biography"
91280,children
36076,"history, historical fiction, biography"
305665,fiction
28766,non-fiction
48321,"fantasy, paranormal"
1384,"fantasy, paranormal"
419354,"history, historical fiction, biography"
222308,non-fiction
45007,romance
10926,romance
9556,romance
205207,"history, historical fiction, biography"
8172,"comics, graphic"
27974,"fantasy, paranormal"
87924,"fantasy, paranormal"
111058,romance
19568,"fantasy, paranormal"
244554,romance
76413,young-adult
37374,"fantasy, paranormal"
101129,romance
133167,non-fiction
498638,"history, historical fiction, biography"
9656,romance
455020,romance
65729,"fantasy, paranormal"
22916,romance
31772,"comics, graphic"
722404,"fantasy, paranormal"
35462,"fantasy, paranormal"
15363,children
95507,romance
159647,young-adult
26891,"fantasy, paranormal"
126970,"comics, graphic"
145415,"history, historical fiction, biography"
118675,"mystery, thriller, crime"
553,"history, historical fiction, biography"
100806,"mystery, thriller, crime"
18079,"mystery, thriller, crime"
29961,poetry
91226,"fantasy, paranormal"
61663,"fantasy, paranormal"
9248,romance
156382,romance
60439,young-adult
15775,romance
57531,"fantasy, paranormal"
78346,romance
8358,romance
152242,"comics, graphic"
37133,young-adult
161811,non-fiction
126085,romance
77484,"comics, graphic"
308854,"mystery, thriller, crime"
23163,"history, historical fiction, biography"
218584,romance
167331,"fantasy, paranormal"
9306,romance
144975,children
6294,"fantasy, paranormal"
178966,"comics, graphic"
57379,"history, historical fiction, biography"
85120,romance
79900,romance
35657,romance
126323,"fantasy, paranormal"
7903,non-fiction
54435,"mystery, thriller, crime"
633945,non-fiction
239163,non-fiction
284274,"mystery, thriller, crime"
149355,young-adult
12763,"mystery, thriller, crime"
33473,non-fiction
73932,"history, historical fiction, biography"
32843,"mystery, thriller, crime"
79591,romance
508987,"fantasy, paranormal"
42830,"mystery, thriller, crime"
61707,"fantasy, paranormal"
67634,romance
324647,"history, historical fiction, biography"
99896,"fantasy, paranormal"
31491,"comics, graphic"
15380,"mystery, thriller, crime"
25853,"mystery, thriller, crime"
328496,young-adult
281607,non-fiction
429716,"fantasy, paranormal"
14414,"comics, graphic"
94704,"fantasy, paranormal"
23787,"fantasy, paranormal"
32407,non-fiction
14440,"comics, graphic"
47591,"mystery, thriller, crime"
253130,romance
13987,"fantasy, paranormal"
1211,"history, historical fiction, biography"
238279,children
84586,non-fiction
337505,non-fiction
22559,"mystery, thriller, crime"
73818,non-fiction
31017,"fantasy, paranormal"
77561,"fantasy, paranormal"
244834,"fantasy, paranormal"
40994,non-fiction
248177,romance
29473,"fantasy, paranormal"
199750,young-adult
81995,young-adult
17569,non-fiction
75241,"comics, graphic"
20786,fiction
95106,young-adult
270261,"mystery, thriller, crime"
27627,non-fiction
41536,non-fiction
12808,"history, historical fiction, biography"
351891,children
673,"history, historical fiction, biography"
97934,romance
58080,"history, historical fiction, biography"
191265,"comics, graphic"
175936,non-fiction
47669,"mystery, thriller, crime"
61649,"fantasy, paranormal"
67828,"comics, graphic"
83296,"mystery, thriller, crime"
68495,"fantasy, paranormal"
3903,"fantasy, paranormal"
308971,romance
4079,"fantasy, paranormal"
131965,"fantasy, paranormal"
885561,"mystery, thriller, crime"
21526,young-adult
5573,"fantasy, paranormal"
53226,"fantasy, paranormal"
83379,non-fiction
13553,"history, historical fiction, biography"
53859,"mystery, thriller, crime"
38368,"fantasy, paranormal"
75734,young-adult
18330,romance
25713,non-fiction
110006,romance
21541,young-adult
329931,"fantasy, paranormal"
115373,"fantasy, paranormal"
176244,"fantasy, paranormal"
304895,"fantasy, paranormal"
295044,children
68658,"comics, graphic"
58591,"mystery, thriller, crime"
268762,"history, historical fiction, biography"
18530,romance
122446,"mystery, thriller, crime"
128613,children
99708,"fantasy, paranormal"
94307,"fantasy, paranormal"
41857,non-fiction
79560,"history, historical fiction, biography"
16308,"history, historical fiction, biography"
50659,"fantasy, paranormal"
191070,"fantasy, paranormal"
16276,children
110639,"history, historical fiction, biography"
252175,"mystery, thriller, crime"
115706,"mystery, thriller, crime"
8314,"history, historical fiction, biography"
144898,"history, historical fiction, biography"
59397,young-adult
75317,"history, historical fiction, biography"
75096,"mystery, thriller, crime"
474,non-fiction
169011,non-fiction
22411,non-fiction
21022,"fantasy, paranormal"
41971,"fantasy, paranormal"
264246,children
168539,non-fiction
47109,non-fiction
126943,"comics, graphic"
717923,young-adult
97635,"fantasy, paranormal"
25787,young-adult
89011,"mystery, thriller, crime"
63599,"mystery, thriller, crime"
60111,"mystery, thriller, crime"
115367,"fantasy, paranormal"
95374,"fantasy, paranormal"
69129,non-fiction
41907,young-adult
308378,romance
112376,young-adult
61908,"fantasy, paranormal"
