book_id_csv,genres
19525,young-adult
49760,"mystery, thriller, crime"
23310,"fantasy, paranormal"
92322,"mystery, thriller, crime"
49850,"history, historical fiction, biography"
293453,"fantasy, paranormal"
251414,"mystery, thriller, crime"
5429,"fantasy, paranormal"
56322,"fantasy, paranormal"
60107,"mystery, thriller, crime"
13396,"history, historical fiction, biography"
16004,romance
40888,non-fiction
128996,"history, historical fiction, biography"
218409,"history, historical fiction, biography"
162445,romance
23835,romance
40205,children
13118,"fantasy, paranormal"
210054,young-adult
6556,"fantasy, paranormal"
82260,"history, historical fiction, biography"
24142,romance
6585,young-adult
143945,"comics, graphic"
14290,"comics, graphic"
23996,"mystery, thriller, crime"
24589,children
71243,romance
119459,children
108197,"history, historical fiction, biography"
1475,"mystery, thriller, crime"
540927,non-fiction
88880,children
41126,non-fiction
21470,young-adult
152796,romance
112329,romance
199841,"fantasy, paranormal"
21648,young-adult
13335,non-fiction
46985,young-adult
5833,"fantasy, paranormal"
34181,non-fiction
102283,"mystery, thriller, crime"
212016,romance
508982,"fantasy, paranormal"
3648,young-adult
152818,"fantasy, paranormal"
156892,romance
108786,"comics, graphic"
91780,non-fiction
507128,"comics, graphic"
62134,non-fiction
131386,non-fiction
140340,"comics, graphic"
195880,"mystery, thriller, crime"
178346,"history, historical fiction, biography"
446778,"history, historical fiction, biography"
15119,"mystery, thriller, crime"
102817,"mystery, thriller, crime"
150062,fiction
27937,"mystery, thriller, crime"
185279,romance
100594,"comics, graphic"
167296,"history, historical fiction, biography"
68759,"fantasy, paranormal"
4191,"fantasy, paranormal"
210237,young-adult
257160,children
96236,romance
281753,"fantasy, paranormal"
6242,romance
155908,non-fiction
7103,"comics, graphic"
119652,"fantasy, paranormal"
106784,"history, historical fiction, biography"
16003,romance
108216,romance
179581,"fantasy, paranormal"
16999,"mystery, thriller, crime"
33964,"fantasy, paranormal"
214679,"fantasy, paranormal"
164706,young-adult
23892,romance
12119,romance
40370,"comics, graphic"
78939,non-fiction
5435,romance
100670,"fantasy, paranormal"
58904,"fantasy, paranormal"
123393,non-fiction
72137,"history, historical fiction, biography"
40233,young-adult
86015,romance
36596,non-fiction
41893,young-adult
107497,"fantasy, paranormal"
24007,"mystery, thriller, crime"
66694,"mystery, thriller, crime"
44159,romance
46312,romance
105199,"comics, graphic"
218561,romance
39972,"fantasy, paranormal"
40594,"comics, graphic"
1998,"fantasy, paranormal"
394590,romance
58498,young-adult
29498,non-fiction
370708,non-fiction
62041,"mystery, thriller, crime"
111266,romance
14623,"history, historical fiction, biography"
119279,"fantasy, paranormal"
64655,"history, historical fiction, biography"
147787,"fantasy, paranormal"
93,"fantasy, paranormal"
184018,"fantasy, paranormal"
59714,non-fiction
184430,"fantasy, paranormal"
283505,"comics, graphic"
243761,romance
114921,romance
60380,"mystery, thriller, crime"
254386,"comics, graphic"
167351,"history, historical fiction, biography"
1540,"fantasy, paranormal"
419206,fiction
1677,romance
9399,romance
99225,romance
95298,"fantasy, paranormal"
172710,"mystery, thriller, crime"
50118,"mystery, thriller, crime"
9438,romance
70850,non-fiction
8892,romance
88975,"fantasy, paranormal"
87244,"mystery, thriller, crime"
88631,young-adult
86052,non-fiction
30510,non-fiction
316,"fantasy, paranormal"
157716,"fantasy, paranormal"
57470,"fantasy, paranormal"
58514,non-fiction
15018,"mystery, thriller, crime"
59248,"fantasy, paranormal"
55272,"fantasy, paranormal"
209846,poetry
17433,"fantasy, paranormal"
111966,children
223811,"fantasy, paranormal"
5481,"fantasy, paranormal"
75499,young-adult
115157,"fantasy, paranormal"
14759,"history, historical fiction, biography"
186812,poetry
8152,romance
50451,"mystery, thriller, crime"
28666,non-fiction
83803,non-fiction
15656,romance
124451,romance
51857,"history, historical fiction, biography"
16651,romance
21682,children
209185,"history, historical fiction, biography"
140758,"mystery, thriller, crime"
72256,"history, historical fiction, biography"
15475,"history, historical fiction, biography"
123308,non-fiction
63041,"history, historical fiction, biography"
72017,"history, historical fiction, biography"
38767,romance
378006,"fantasy, paranormal"
94460,"fantasy, paranormal"
13953,"fantasy, paranormal"
46995,"mystery, thriller, crime"
424224,fiction
65687,"history, historical fiction, biography"
120981,non-fiction
253592,romance
511812,"fantasy, paranormal"
184558,"comics, graphic"
116768,"mystery, thriller, crime"
184605,non-fiction
257217,fiction
14070,non-fiction
19622,romance
344673,non-fiction
73843,"fantasy, paranormal"
159039,"mystery, thriller, crime"
226996,"history, historical fiction, biography"
87825,"comics, graphic"
131689,"mystery, thriller, crime"
79538,romance
242038,romance
36147,"mystery, thriller, crime"
269865,young-adult
46489,non-fiction
107600,"fantasy, paranormal"
687032,"comics, graphic"
185914,"fantasy, paranormal"
18511,romance
238063,non-fiction
95015,young-adult
50208,non-fiction
154554,non-fiction
67974,"fantasy, paranormal"
665034,non-fiction
163115,romance
106501,"mystery, thriller, crime"
15083,"fantasy, paranormal"
295388,young-adult
36170,"mystery, thriller, crime"
263017,young-adult
24736,"history, historical fiction, biography"
28915,non-fiction
5683,romance
111304,romance
112627,romance
6939,"fantasy, paranormal"
20085,"history, historical fiction, biography"
164075,"fantasy, paranormal"
49961,"mystery, thriller, crime"
13360,"fantasy, paranormal"
18675,romance
