book_id_csv,genres
341358,"history, historical fiction, biography"
34441,"fantasy, paranormal"
146278,"fantasy, paranormal"
113274,non-fiction
41675,fiction
6958,"mystery, thriller, crime"
18131,non-fiction
38256,young-adult
4501,"fantasy, paranormal"
51234,"fantasy, paranormal"
34120,"history, historical fiction, biography"
131340,young-adult
409145,"history, historical fiction, biography"
218009,"history, historical fiction, biography"
60230,"comics, graphic"
933,"fantasy, paranormal"
19247,young-adult
6452,romance
26439,romance
54458,"mystery, thriller, crime"
158211,"fantasy, paranormal"
5688,romance
153751,non-fiction
53894,children
4179,"fantasy, paranormal"
113814,"mystery, thriller, crime"
49807,"history, historical fiction, biography"
55044,"history, historical fiction, biography"
130965,"mystery, thriller, crime"
137614,"fantasy, paranormal"
1216,"fantasy, paranormal"
37312,young-adult
168613,non-fiction
10977,romance
27321,"fantasy, paranormal"
161725,"fantasy, paranormal"
215468,"mystery, thriller, crime"
261901,"mystery, thriller, crime"
150714,"history, historical fiction, biography"
25255,children
6656,"fantasy, paranormal"
49435,"mystery, thriller, crime"
3291,young-adult
69062,non-fiction
201879,"fantasy, paranormal"
632675,children
400920,"fantasy, paranormal"
74750,young-adult
58151,"mystery, thriller, crime"
108014,non-fiction
79241,non-fiction
18432,romance
41399,non-fiction
36262,"fantasy, paranormal"
21232,"fantasy, paranormal"
22372,"fantasy, paranormal"
7580,children
460252,non-fiction
91004,young-adult
147770,romance
96968,non-fiction
23160,romance
38951,"comics, graphic"
118598,non-fiction
54575,"comics, graphic"
197779,romance
294900,romance
6320,"fantasy, paranormal"
29873,romance
52372,non-fiction
289442,"fantasy, paranormal"
15844,romance
296172,"mystery, thriller, crime"
13145,"fantasy, paranormal"
166230,"mystery, thriller, crime"
3549,romance
318975,"fantasy, paranormal"
77459,children
21672,young-adult
597,"fantasy, paranormal"
49954,"fantasy, paranormal"
499566,non-fiction
100842,"history, historical fiction, biography"
35815,non-fiction
1850,"fantasy, paranormal"
18185,non-fiction
221059,"comics, graphic"
40429,non-fiction
94553,"fantasy, paranormal"
12178,romance
68299,"mystery, thriller, crime"
2651,"fantasy, paranormal"
145825,"history, historical fiction, biography"
132851,non-fiction
77798,non-fiction
11258,romance
77035,"mystery, thriller, crime"
180971,children
103912,young-adult
77012,"history, historical fiction, biography"
57910,"fantasy, paranormal"
100857,"mystery, thriller, crime"
2279,young-adult
122982,"fantasy, paranormal"
2155,"fantasy, paranormal"
81173,children
176658,young-adult
95941,romance
10394,romance
332944,"comics, graphic"
191208,"history, historical fiction, biography"
50038,"history, historical fiction, biography"
455566,"fantasy, paranormal"
31459,children
84955,"fantasy, paranormal"
60424,"comics, graphic"
66339,"history, historical fiction, biography"
52504,"mystery, thriller, crime"
56462,"fantasy, paranormal"
465671,"fantasy, paranormal"
296965,young-adult
138511,romance
193552,"history, historical fiction, biography"
46366,"mystery, thriller, crime"
76926,romance
9644,romance
79393,"comics, graphic"
39431,"history, historical fiction, biography"
98758,"mystery, thriller, crime"
266726,"fantasy, paranormal"
68599,"fantasy, paranormal"
251340,"mystery, thriller, crime"
122456,"mystery, thriller, crime"
15726,romance
310891,"comics, graphic"
26806,"fantasy, paranormal"
147490,children
141732,non-fiction
168212,non-fiction
29452,"fantasy, paranormal"
121011,romance
39911,young-adult
1692,"fantasy, paranormal"
156277,non-fiction
118488,young-adult
37201,"mystery, thriller, crime"
179769,poetry
118733,children
113722,"history, historical fiction, biography"
173916,"mystery, thriller, crime"
21840,"fantasy, paranormal"
107149,"mystery, thriller, crime"
50330,"mystery, thriller, crime"
46848,romance
265757,"fantasy, paranormal"
39320,"fantasy, paranormal"
288795,"history, historical fiction, biography"
101213,romance
62302,fiction
146755,"fantasy, paranormal"
178125,"history, historical fiction, biography"
132262,non-fiction
83913,"history, historical fiction, biography"
48270,"fantasy, paranormal"
181095,"comics, graphic"
19633,"history, historical fiction, biography"
15426,"history, historical fiction, biography"
72393,poetry
6838,"fantasy, paranormal"
119599,"fantasy, paranormal"
242790,"fantasy, paranormal"
297353,romance
64024,"comics, graphic"
235537,fiction
167101,"history, historical fiction, biography"
29055,non-fiction
66168,romance
207231,non-fiction
156692,romance
255908,romance
23231,romance
22248,"fantasy, paranormal"
69345,romance
76620,"mystery, thriller, crime"
12910,"fantasy, paranormal"
85515,"history, historical fiction, biography"
195836,"history, historical fiction, biography"
40861,"fantasy, paranormal"
161819,"history, historical fiction, biography"
19824,non-fiction
137629,non-fiction
248328,"history, historical fiction, biography"
12822,fiction
30805,non-fiction
35166,"fantasy, paranormal"
18951,non-fiction
67537,young-adult
56795,romance
56296,fiction
102292,"fantasy, paranormal"
47091,"history, historical fiction, biography"
106263,"history, historical fiction, biography"
84159,"history, historical fiction, biography"
127168,"comics, graphic"
319580,non-fiction
49333,romance
39387,"fantasy, paranormal"
221349,non-fiction
210406,"history, historical fiction, biography"
84864,children
83458,"mystery, thriller, crime"
117275,non-fiction
49941,"history, historical fiction, biography"
235785,"fantasy, paranormal"
23241,"history, historical fiction, biography"
94054,"history, historical fiction, biography"
146814,"fantasy, paranormal"
5645,"fantasy, paranormal"
221730,romance
41760,"fantasy, paranormal"
45348,romance
112483,"history, historical fiction, biography"
48899,young-adult
60236,"comics, graphic"
106564,"mystery, thriller, crime"
116800,romance
35458,"fantasy, paranormal"
64911,"history, historical fiction, biography"
51327,"mystery, thriller, crime"
123487,"history, historical fiction, biography"
27384,romance
85145,"fantasy, paranormal"
137670,"history, historical fiction, biography"
56871,"fantasy, paranormal"
16894,non-fiction
85487,non-fiction
170499,non-fiction
20559,"comics, graphic"
18778,poetry
303437,"fantasy, paranormal"
38462,young-adult
96125,"fantasy, paranormal"
2620,"fantasy, paranormal"
68996,romance
48022,"history, historical fiction, biography"
35466,romance
272548,"history, historical fiction, biography"
293809,"comics, graphic"
202467,"history, historical fiction, biography"
207639,"history, historical fiction, biography"
119578,young-adult
70926,"history, historical fiction, biography"
88813,"fantasy, paranormal"
64461,"comics, graphic"
20466,"history, historical fiction, biography"
128248,"fantasy, paranormal"
306864,non-fiction
46708,"mystery, thriller, crime"
99649,romance
118526,"fantasy, paranormal"
155121,non-fiction
38603,romance
