book_id_csv,genres
89060,"fantasy, paranormal"
22365,"fantasy, paranormal"
102050,"mystery, thriller, crime"
205013,poetry
218915,romance
140713,romance
109979,romance
177784,"history, historical fiction, biography"
95083,children
128014,"comics, graphic"
274702,"mystery, thriller, crime"
61527,romance
102892,"fantasy, paranormal"
56869,children
125834,romance
70972,"history, historical fiction, biography"
154708,"history, historical fiction, biography"
41927,young-adult
38418,romance
101241,fiction
123309,non-fiction
68594,"mystery, thriller, crime"
326291,romance
21804,young-adult
48696,"fantasy, paranormal"
224004,"mystery, thriller, crime"
65464,"comics, graphic"
116028,romance
50780,"history, historical fiction, biography"
6749,"history, historical fiction, biography"
6612,"fantasy, paranormal"
16148,young-adult
16149,romance
134117,"comics, graphic"
404593,"fantasy, paranormal"
3179,"fantasy, paranormal"
374778,non-fiction
66803,"mystery, thriller, crime"
3309,young-adult
13102,"mystery, thriller, crime"
6801,romance
7866,non-fiction
59151,"mystery, thriller, crime"
18296,non-fiction
70300,"history, historical fiction, biography"
262886,non-fiction
109282,romance
523955,"history, historical fiction, biography"
48026,romance
12718,"mystery, thriller, crime"
177564,non-fiction
37750,young-adult
82857,"history, historical fiction, biography"
55037,fiction
3983,romance
128229,"fantasy, paranormal"
6413,romance
14735,romance
115672,"history, historical fiction, biography"
238726,non-fiction
69998,young-adult
96202,romance
19504,"fantasy, paranormal"
296373,young-adult
5506,"fantasy, paranormal"
56510,"comics, graphic"
18240,non-fiction
27170,"fantasy, paranormal"
11905,romance
295139,"mystery, thriller, crime"
172200,non-fiction
25409,"mystery, thriller, crime"
499335,romance
75981,"history, historical fiction, biography"
223,non-fiction
11245,romance
97352,"history, historical fiction, biography"
276394,"fantasy, paranormal"
345114,fiction
89723,romance
289870,fiction
168889,non-fiction
25251,romance
116720,romance
102211,"mystery, thriller, crime"
53675,"mystery, thriller, crime"
173281,"fantasy, paranormal"
166765,non-fiction
166039,"history, historical fiction, biography"
118329,"fantasy, paranormal"
71564,romance
219959,"fantasy, paranormal"
268712,"mystery, thriller, crime"
14457,"comics, graphic"
136093,romance
156769,fiction
2236,romance
15155,"mystery, thriller, crime"
103554,"fantasy, paranormal"
41404,non-fiction
83413,"mystery, thriller, crime"
51693,young-adult
119177,"fantasy, paranormal"
29926,non-fiction
224212,"mystery, thriller, crime"
1689,young-adult
144661,"fantasy, paranormal"
7951,non-fiction
21102,children
219210,young-adult
320223,children
322776,"history, historical fiction, biography"
123000,"fantasy, paranormal"
82623,non-fiction
9639,romance
101442,"mystery, thriller, crime"
13400,romance
9119,romance
206418,"fantasy, paranormal"
140634,romance
25302,romance
15097,"fantasy, paranormal"
89410,"fantasy, paranormal"
26182,"comics, graphic"
317000,"history, historical fiction, biography"
54319,"comics, graphic"
52298,"history, historical fiction, biography"
108894,non-fiction
36806,"fantasy, paranormal"
86137,"fantasy, paranormal"
139647,children
57161,young-adult
197907,"fantasy, paranormal"
18370,"fantasy, paranormal"
17722,"history, historical fiction, biography"
134679,non-fiction
130532,"fantasy, paranormal"
57455,"fantasy, paranormal"
32536,"mystery, thriller, crime"
60141,"fantasy, paranormal"
419312,"history, historical fiction, biography"
244087,"fantasy, paranormal"
46507,young-adult
116727,"fantasy, paranormal"
946,"fantasy, paranormal"
21079,young-adult
150696,"mystery, thriller, crime"
69009,romance
297617,romance
39277,"fantasy, paranormal"
38354,"fantasy, paranormal"
117383,"mystery, thriller, crime"
28663,non-fiction
198204,romance
57942,"fantasy, paranormal"
131493,"fantasy, paranormal"
87261,"history, historical fiction, biography"
264768,"mystery, thriller, crime"
20971,"history, historical fiction, biography"
16334,romance
29188,"mystery, thriller, crime"
108914,non-fiction
51395,"mystery, thriller, crime"
17531,"mystery, thriller, crime"
80724,"history, historical fiction, biography"
695035,"comics, graphic"
59633,young-adult
50274,young-adult
5389,"history, historical fiction, biography"
66870,"mystery, thriller, crime"
61829,"fantasy, paranormal"
7180,romance
16283,romance
334398,"history, historical fiction, biography"
63509,children
322582,non-fiction
108998,"history, historical fiction, biography"
130376,"mystery, thriller, crime"
97987,"history, historical fiction, biography"
78420,romance
15256,"history, historical fiction, biography"
22570,"mystery, thriller, crime"
382562,non-fiction
390724,"history, historical fiction, biography"
186167,fiction
58801,young-adult
281497,"history, historical fiction, biography"
39298,fiction
111715,"mystery, thriller, crime"
20465,"comics, graphic"
58840,"fantasy, paranormal"
76369,"fantasy, paranormal"
6260,"fantasy, paranormal"
310202,young-adult
61544,children
82851,romance
87603,"comics, graphic"
301037,"mystery, thriller, crime"
102763,"history, historical fiction, biography"
20408,"history, historical fiction, biography"
41649,non-fiction
123643,romance
21941,"mystery, thriller, crime"
267785,non-fiction
61227,young-adult
28092,non-fiction
511903,poetry
264264,children
183040,"fantasy, paranormal"
369981,"fantasy, paranormal"
42827,"mystery, thriller, crime"
184375,"fantasy, paranormal"
77376,non-fiction
47408,"history, historical fiction, biography"
109915,romance
97914,romance
166552,"fantasy, paranormal"
55684,"mystery, thriller, crime"
16973,"mystery, thriller, crime"
7610,children
48695,"fantasy, paranormal"
46753,non-fiction
52352,romance
61979,"fantasy, paranormal"
21796,children
193365,romance
22549,"fantasy, paranormal"
81953,children
178917,"history, historical fiction, biography"
172947,"fantasy, paranormal"
48763,"history, historical fiction, biography"
48925,"fantasy, paranormal"
223387,"fantasy, paranormal"
75474,"fantasy, paranormal"
30560,"fantasy, paranormal"
116593,romance
197744,romance
1198,romance
46207,"fantasy, paranormal"
21449,"fantasy, paranormal"
317147,young-adult
257150,poetry
96448,romance
48014,"mystery, thriller, crime"
119384,children
333665,children
127303,"comics, graphic"
21056,non-fiction
104340,"history, historical fiction, biography"
248780,"fantasy, paranormal"
178539,"fantasy, paranormal"
47462,"mystery, thriller, crime"
38582,"mystery, thriller, crime"
260277,"history, historical fiction, biography"
38243,"mystery, thriller, crime"
50059,"mystery, thriller, crime"
15462,"mystery, thriller, crime"
352822,romance
523,non-fiction
17343,"mystery, thriller, crime"
18263,non-fiction
50808,"fantasy, paranormal"
1469,"fantasy, paranormal"
74291,children
156285,romance
65928,romance
50155,"history, historical fiction, biography"
13980,"fantasy, paranormal"
1057,non-fiction
58981,"fantasy, paranormal"
347230,"mystery, thriller, crime"
91782,"history, historical fiction, biography"
87012,"fantasy, paranormal"
65602,"comics, graphic"
5696,young-adult
