book_id_csv,genres
42051,"fantasy, paranormal"
6147,"fantasy, paranormal"
163114,romance
61969,"fantasy, paranormal"
26549,"comics, graphic"
28365,"history, historical fiction, biography"
266359,"fantasy, paranormal"
29106,"mystery, thriller, crime"
65889,romance
343649,"comics, graphic"
56266,"mystery, thriller, crime"
36214,romance
60320,"comics, graphic"
15092,"mystery, thriller, crime"
17581,non-fiction
140311,"mystery, thriller, crime"
44980,romance
20426,non-fiction
88605,romance
118803,poetry
130957,"mystery, thriller, crime"
251861,non-fiction
411934,children
61959,"fantasy, paranormal"
234129,romance
21545,non-fiction
4685,young-adult
44535,romance
21532,young-adult
91526,children
3212,"fantasy, paranormal"
636464,"fantasy, paranormal"
17750,non-fiction
7987,"history, historical fiction, biography"
66060,romance
47857,"fantasy, paranormal"
101047,children
39294,"history, historical fiction, biography"
58517,romance
6634,"fantasy, paranormal"
1346,"history, historical fiction, biography"
85790,non-fiction
6591,"fantasy, paranormal"
6469,young-adult
62248,"fantasy, paranormal"
54145,"history, historical fiction, biography"
168389,non-fiction
20474,"history, historical fiction, biography"
3754,young-adult
173923,"mystery, thriller, crime"
190680,"comics, graphic"
65584,children
47658,"fantasy, paranormal"
128394,children
18929,romance
134065,poetry
24710,children
450399,non-fiction
22642,romance
669,"fantasy, paranormal"
296459,"mystery, thriller, crime"
159131,"history, historical fiction, biography"
28023,romance
185009,"mystery, thriller, crime"
24430,"history, historical fiction, biography"
321244,"mystery, thriller, crime"
77099,romance
84978,"fantasy, paranormal"
18133,romance
243201,"fantasy, paranormal"
56886,romance
152214,"comics, graphic"
630738,"fantasy, paranormal"
147134,"fantasy, paranormal"
50600,children
95739,romance
329340,"comics, graphic"
21393,"history, historical fiction, biography"
129837,non-fiction
51764,"history, historical fiction, biography"
12175,romance
168881,non-fiction
106874,"history, historical fiction, biography"
76840,"history, historical fiction, biography"
3720,romance
128,"mystery, thriller, crime"
24065,"mystery, thriller, crime"
26981,"fantasy, paranormal"
27671,"fantasy, paranormal"
27340,romance
16312,"fantasy, paranormal"
3441,romance
74364,non-fiction
1910,young-adult
216370,romance
47266,non-fiction
213700,"fantasy, paranormal"
160716,romance
27201,romance
11525,romance
2982,romance
165,non-fiction
62163,young-adult
96285,"fantasy, paranormal"
11052,romance
23647,romance
94778,"fantasy, paranormal"
37550,young-adult
353078,"mystery, thriller, crime"
10102,romance
138764,romance
27867,young-adult
10768,romance
17266,"comics, graphic"
9935,romance
51080,young-adult
40460,"comics, graphic"
41969,"fantasy, paranormal"
2186,"fantasy, paranormal"
45180,romance
302938,non-fiction
12973,children
1637,young-adult
87274,"comics, graphic"
25346,non-fiction
9837,romance
190992,young-adult
26124,"comics, graphic"
18071,"mystery, thriller, crime"
8200,"mystery, thriller, crime"
19320,"fantasy, paranormal"
135739,romance
70952,"history, historical fiction, biography"
64739,non-fiction
31538,"comics, graphic"
325841,"history, historical fiction, biography"
57492,young-adult
7452,"fantasy, paranormal"
255291,romance
17953,"history, historical fiction, biography"
156362,romance
60955,romance
92790,"history, historical fiction, biography"
118942,romance
166345,"fantasy, paranormal"
16339,"fantasy, paranormal"
20850,non-fiction
145670,"mystery, thriller, crime"
9397,romance
91296,"fantasy, paranormal"
269001,"mystery, thriller, crime"
64833,romance
219042,"history, historical fiction, biography"
7824,non-fiction
124616,romance
51753,"history, historical fiction, biography"
57220,poetry
214558,children
90086,poetry
94202,non-fiction
324054,romance
99892,"fantasy, paranormal"
153253,non-fiction
185744,non-fiction
35968,"history, historical fiction, biography"
77814,"history, historical fiction, biography"
38180,romance
22865,young-adult
71560,"mystery, thriller, crime"
32621,non-fiction
