book_id_csv,genres
140497,romance
454159,children
58972,"fantasy, paranormal"
91737,"history, historical fiction, biography"
87739,"comics, graphic"
38151,romance
21466,young-adult
113830,"history, historical fiction, biography"
223388,"fantasy, paranormal"
73469,children
810,"mystery, thriller, crime"
158672,"mystery, thriller, crime"
19262,"fantasy, paranormal"
14063,"mystery, thriller, crime"
99598,"fantasy, paranormal"
24943,non-fiction
213852,"fantasy, paranormal"
108696,"history, historical fiction, biography"
164543,"comics, graphic"
153196,non-fiction
153945,non-fiction
98360,young-adult
248163,non-fiction
6859,"fantasy, paranormal"
59169,"history, historical fiction, biography"
165887,non-fiction
127852,"comics, graphic"
38441,romance
111142,romance
51722,"mystery, thriller, crime"
113998,"fantasy, paranormal"
100151,children
58973,"fantasy, paranormal"
72406,"fantasy, paranormal"
325594,"history, historical fiction, biography"
16425,"fantasy, paranormal"
287595,romance
152597,"history, historical fiction, biography"
51549,"mystery, thriller, crime"
17370,"comics, graphic"
32357,"history, historical fiction, biography"
97120,non-fiction
6877,"fantasy, paranormal"
589323,non-fiction
58988,"fantasy, paranormal"
120800,"fantasy, paranormal"
5921,romance
25960,"comics, graphic"
202259,"fantasy, paranormal"
137516,"fantasy, paranormal"
119281,"fantasy, paranormal"
137296,young-adult
176665,"history, historical fiction, biography"
69112,"mystery, thriller, crime"
173238,"mystery, thriller, crime"
7267,"fantasy, paranormal"
145426,romance
199848,"fantasy, paranormal"
63877,"mystery, thriller, crime"
25469,non-fiction
65826,romance
459515,"fantasy, paranormal"
9992,romance
205196,"history, historical fiction, biography"
432613,"comics, graphic"
309578,non-fiction
51275,"history, historical fiction, biography"
127164,"comics, graphic"
17131,"mystery, thriller, crime"
308534,romance
7401,"history, historical fiction, biography"
11843,romance
242392,"mystery, thriller, crime"
195396,romance
20887,non-fiction
52339,non-fiction
97394,"fantasy, paranormal"
251693,"history, historical fiction, biography"
289728,"fantasy, paranormal"
289267,non-fiction
249217,"mystery, thriller, crime"
581158,young-adult
151841,romance
49327,romance
1603,young-adult
37240,"history, historical fiction, biography"
237929,"history, historical fiction, biography"
108144,non-fiction
111009,"fantasy, paranormal"
50692,"fantasy, paranormal"
14409,"fantasy, paranormal"
85496,romance
152479,"comics, graphic"
109079,non-fiction
289009,"mystery, thriller, crime"
22277,"fantasy, paranormal"
502400,"comics, graphic"
316926,romance
15830,romance
6990,young-adult
37143,"fantasy, paranormal"
718,"mystery, thriller, crime"
100050,young-adult
10151,romance
26992,"fantasy, paranormal"
131737,romance
7066,"fantasy, paranormal"
116967,non-fiction
220502,"fantasy, paranormal"
141672,"mystery, thriller, crime"
26111,young-adult
10062,romance
93604,"fantasy, paranormal"
14828,young-adult
148411,"history, historical fiction, biography"
27060,romance
19439,"mystery, thriller, crime"
127394,"comics, graphic"
179597,young-adult
18151,non-fiction
391811,"fantasy, paranormal"
71527,children
213208,non-fiction
65062,non-fiction
39902,young-adult
67573,poetry
19735,non-fiction
50561,"fantasy, paranormal"
280339,romance
55089,"mystery, thriller, crime"
35449,"fantasy, paranormal"
92305,"fantasy, paranormal"
19981,"mystery, thriller, crime"
85242,non-fiction
198509,romance
1301,fiction
91486,"history, historical fiction, biography"
68376,"fantasy, paranormal"
83426,"mystery, thriller, crime"
29675,romance
27604,"fantasy, paranormal"
58869,"fantasy, paranormal"
52432,young-adult
126681,"comics, graphic"
118348,young-adult
78489,non-fiction
236441,"history, historical fiction, biography"
20675,young-adult
113593,"mystery, thriller, crime"
86292,"fantasy, paranormal"
242167,non-fiction
60980,romance
146080,"mystery, thriller, crime"
116816,romance
71747,romance
144603,young-adult
13368,romance
111853,romance
107765,"mystery, thriller, crime"
205167,romance
4473,young-adult
61992,"fantasy, paranormal"
108414,romance
123088,"fantasy, paranormal"
62145,non-fiction
31835,"fantasy, paranormal"
39832,young-adult
50258,"fantasy, paranormal"
730951,"comics, graphic"
56544,"fantasy, paranormal"
91146,"fantasy, paranormal"
6399,"fantasy, paranormal"
167103,"history, historical fiction, biography"
51700,young-adult
102561,"history, historical fiction, biography"
179002,romance
53280,"mystery, thriller, crime"
102776,"fantasy, paranormal"
154194,"fantasy, paranormal"
134513,"history, historical fiction, biography"
77709,non-fiction
197413,romance
76783,"mystery, thriller, crime"
184004,"fantasy, paranormal"
274321,"mystery, thriller, crime"
386417,romance
47104,children
175571,fiction
34983,"history, historical fiction, biography"
60093,"mystery, thriller, crime"
215593,romance
60099,"history, historical fiction, biography"
158489,"mystery, thriller, crime"
75370,young-adult
63313,"history, historical fiction, biography"
61785,"fantasy, paranormal"
14249,"fantasy, paranormal"
99877,non-fiction
792,non-fiction
7140,"fantasy, paranormal"
102226,"history, historical fiction, biography"
87835,"comics, graphic"
40914,non-fiction
226897,non-fiction
267800,non-fiction
18515,romance
411534,"history, historical fiction, biography"
107657,"fantasy, paranormal"
86154,"history, historical fiction, biography"
59444,"mystery, thriller, crime"
48911,"mystery, thriller, crime"
149842,"fantasy, paranormal"
15375,"mystery, thriller, crime"
40126,"fantasy, paranormal"
52192,"fantasy, paranormal"
35050,"history, historical fiction, biography"
139406,"history, historical fiction, biography"
67645,young-adult
1585,"fantasy, paranormal"
52662,young-adult
27989,"fantasy, paranormal"
271593,"fantasy, paranormal"
152908,young-adult
21472,young-adult
17759,"history, historical fiction, biography"
156287,romance
91420,non-fiction
15416,"fantasy, paranormal"
14632,"history, historical fiction, biography"
3393,"fantasy, paranormal"
18533,"history, historical fiction, biography"
46823,fiction
3878,young-adult
34955,non-fiction
28623,"history, historical fiction, biography"
115250,"fantasy, paranormal"
144658,"fantasy, paranormal"
57956,"comics, graphic"
122608,romance
116750,romance
24164,"fantasy, paranormal"
3961,"fantasy, paranormal"
70056,"fantasy, paranormal"
78314,romance
22521,young-adult
159126,children
45031,"mystery, thriller, crime"
73627,children
13968,"fantasy, paranormal"
1363,non-fiction
81272,"history, historical fiction, biography"
79486,"comics, graphic"
33683,non-fiction
45315,romance
154254,children
8373,"mystery, thriller, crime"
252202,"comics, graphic"
44933,romance
48175,non-fiction
295081,romance
52581,"fantasy, paranormal"
19971,"history, historical fiction, biography"
216183,"fantasy, paranormal"
51261,young-adult
201843,romance
72258,"history, historical fiction, biography"
150447,young-adult
98001,"history, historical fiction, biography"
159099,"mystery, thriller, crime"
118297,"fantasy, paranormal"
21761,young-adult
46693,non-fiction
50667,"fantasy, paranormal"
22453,young-adult
177618,"fantasy, paranormal"
5291,"fantasy, paranormal"
126361,"fantasy, paranormal"
69586,"fantasy, paranormal"
217433,poetry
20231,romance
99211,children
259887,romance
15402,romance
39364,"fantasy, paranormal"
